feature_id,cluster_id,cluster_n,locus_tag
cds-IECPHNMA_39050,cog_02,18,IECPHNMA_39050
cds-DMCKNNNH_46540,cog_02,18,DMCKNNNH_46540
cds-LEBMCNIK_33570,cog_02,18,LEBMCNIK_33570
cds-FLBDJKNF_64660,cog_02,18,FLBDJKNF_64660
cds-NCKBKMME_45680,cog_02,18,NCKBKMME_45680
cds-HDEEIGHA_57560,cog_02,18,HDEEIGHA_57560
cds-LLPKHOMA_43350,cog_02,18,LLPKHOMA_43350
cds-AHDHMJBP_20130,cog_02,18,AHDHMJBP_20130
cds-BEKPJONA_01260,cog_02,18,BEKPJONA_01260
cds-HLMOCMJP_20780,cog_02,18,HLMOCMJP_20780
cds-EMDOHHMB_07870,cog_02,18,EMDOHHMB_07870
cds-GBGKCCPF_49610,cog_02,18,GBGKCCPF_49610
cds-JDNMFAPF_07360,cog_02,18,JDNMFAPF_07360
cds-MNGIFODF_25890,cog_02,18,MNGIFODF_25890
cds-EDIHAEFF_54460,cog_02,18,EDIHAEFF_54460
cds-DAABFAHA_20970,cog_02,18,DAABFAHA_20970
cds-NCKBKMME_45590,cog_03,18,NCKBKMME_45590
cds-EDIHAEFF_54550,cog_03,18,EDIHAEFF_54550
cds-AHDHMJBP_20040,cog_03,18,AHDHMJBP_20040
cds-IECPHNMA_38960,cog_03,18,IECPHNMA_38960
cds-BEKPJONA_01170,cog_03,18,BEKPJONA_01170
cds-PKJGIIBK_08480,cog_03,18,PKJGIIBK_08480
cds-LEBMCNIK_33660,cog_03,18,LEBMCNIK_33660
cds-EMDOHHMB_07780,cog_03,18,EMDOHHMB_07780
cds-HLMOCMJP_20870,cog_03,18,HLMOCMJP_20870
cds-DAABFAHA_20880,cog_03,18,DAABFAHA_20880
cds-MNGIFODF_25980,cog_03,18,MNGIFODF_25980
cds-FLBDJKNF_64570,cog_03,18,FLBDJKNF_64570
cds-LLPKHOMA_43440,cog_03,18,LLPKHOMA_43440
cds-GEDOIOEN_32630,cog_03,18,GEDOIOEN_32630
cds-DMCKNNNH_46650,cog_03,18,DMCKNNNH_46650
cds-GBGKCCPF_49520,cog_03,18,GBGKCCPF_49520
cds-HDEEIGHA_57470,cog_03,18,HDEEIGHA_57470
cds-JDNMFAPF_07400,cog_03,18,JDNMFAPF_07400
cds-MNGIFODF_25900,cog_04,17,MNGIFODF_25900
cds-HDEEIGHA_57550,cog_04,17,HDEEIGHA_57550
cds-FLBDJKNF_64650,cog_04,17,FLBDJKNF_64650
cds-LEBMCNIK_33580,cog_04,17,LEBMCNIK_33580
cds-HLMOCMJP_20790,cog_04,17,HLMOCMJP_20790
cds-GEDOIOEN_32710,cog_04,17,GEDOIOEN_32710
cds-DAABFAHA_20960,cog_04,17,DAABFAHA_20960
cds-AHDHMJBP_20120,cog_04,17,AHDHMJBP_20120
cds-LLPKHOMA_43360,cog_04,17,LLPKHOMA_43360
cds-PKJGIIBK_08560,cog_04,17,PKJGIIBK_08560
cds-EDIHAEFF_54470,cog_04,17,EDIHAEFF_54470
cds-NCKBKMME_45670,cog_04,17,NCKBKMME_45670
cds-BEKPJONA_01250,cog_04,17,BEKPJONA_01250
cds-IECPHNMA_39040,cog_04,17,IECPHNMA_39040
cds-JDNMFAPF_07370,cog_04,17,JDNMFAPF_07370
cds-GBGKCCPF_49600,cog_04,17,GBGKCCPF_49600
cds-EMDOHHMB_07860,cog_04,17,EMDOHHMB_07860
cds-IECPHNMA_39000,cog_05,17,IECPHNMA_39000
cds-MNGIFODF_25940,cog_05,17,MNGIFODF_25940
cds-NCKBKMME_45630,cog_05,17,NCKBKMME_45630
cds-LEBMCNIK_33620,cog_05,17,LEBMCNIK_33620
cds-GBGKCCPF_49560,cog_05,17,GBGKCCPF_49560
cds-HDEEIGHA_57510,cog_05,17,HDEEIGHA_57510
cds-LLPKHOMA_43400,cog_05,17,LLPKHOMA_43400
cds-EMDOHHMB_07820,cog_05,17,EMDOHHMB_07820
cds-AHDHMJBP_20080,cog_05,17,AHDHMJBP_20080
cds-FLBDJKNF_64610,cog_05,17,FLBDJKNF_64610
cds-HLMOCMJP_20830,cog_05,17,HLMOCMJP_20830
cds-GEDOIOEN_32670,cog_05,17,GEDOIOEN_32670
cds-BEKPJONA_01210,cog_05,17,BEKPJONA_01210
cds-PKJGIIBK_08520,cog_05,17,PKJGIIBK_08520
cds-EDIHAEFF_54510,cog_05,17,EDIHAEFF_54510
cds-DAABFAHA_20920,cog_05,17,DAABFAHA_20920
cds-DMCKNNNH_46610,cog_05,17,DMCKNNNH_46610
cds-HDEEIGHA_57570,cog_06,17,HDEEIGHA_57570
cds-EMDOHHMB_07880,cog_06,17,EMDOHHMB_07880
cds-GBGKCCPF_49620,cog_06,17,GBGKCCPF_49620
cds-DMCKNNNH_46530,cog_06,17,DMCKNNNH_46530
cds-MNGIFODF_25880,cog_06,17,MNGIFODF_25880
cds-EDIHAEFF_54450,cog_06,17,EDIHAEFF_54450
cds-PKJGIIBK_08580,cog_06,17,PKJGIIBK_08580
cds-FLBDJKNF_64670,cog_06,17,FLBDJKNF_64670
cds-HLMOCMJP_20770,cog_06,17,HLMOCMJP_20770
cds-DAABFAHA_20980,cog_06,17,DAABFAHA_20980
cds-BEKPJONA_01270,cog_06,17,BEKPJONA_01270
cds-NCKBKMME_45690,cog_06,17,NCKBKMME_45690
cds-IECPHNMA_39060,cog_06,17,IECPHNMA_39060
cds-AHDHMJBP_20140,cog_06,17,AHDHMJBP_20140
cds-LEBMCNIK_33560,cog_06,17,LEBMCNIK_33560
cds-LLPKHOMA_43340,cog_06,17,LLPKHOMA_43340
cds-GEDOIOEN_32730,cog_06,17,GEDOIOEN_32730
cds-MNGIFODF_25970,cog_07,17,MNGIFODF_25970
cds-FLBDJKNF_64580,cog_07,17,FLBDJKNF_64580
cds-PKJGIIBK_08490,cog_07,17,PKJGIIBK_08490
cds-DAABFAHA_20890,cog_07,17,DAABFAHA_20890
cds-GEDOIOEN_32640,cog_07,17,GEDOIOEN_32640
cds-DMCKNNNH_46640,cog_07,17,DMCKNNNH_46640
cds-LLPKHOMA_43430,cog_07,17,LLPKHOMA_43430
cds-BEKPJONA_01180,cog_07,17,BEKPJONA_01180
cds-EDIHAEFF_54540,cog_07,17,EDIHAEFF_54540
cds-LEBMCNIK_33650,cog_07,17,LEBMCNIK_33650
cds-HLMOCMJP_20860,cog_07,17,HLMOCMJP_20860
cds-NCKBKMME_45600,cog_07,17,NCKBKMME_45600
cds-EMDOHHMB_07790,cog_07,17,EMDOHHMB_07790
cds-HDEEIGHA_57480,cog_07,17,HDEEIGHA_57480
cds-GBGKCCPF_49530,cog_07,17,GBGKCCPF_49530
cds-IECPHNMA_38970,cog_07,17,IECPHNMA_38970
cds-AHDHMJBP_20050,cog_07,17,AHDHMJBP_20050
cds-FLBDJKNF_64600,cog_08,17,FLBDJKNF_64600
cds-HDEEIGHA_57500,cog_08,17,HDEEIGHA_57500
cds-BEKPJONA_01200,cog_08,17,BEKPJONA_01200
cds-MNGIFODF_25950,cog_08,17,MNGIFODF_25950
cds-NCKBKMME_45620,cog_08,17,NCKBKMME_45620
cds-DMCKNNNH_46620,cog_08,17,DMCKNNNH_46620
cds-PKJGIIBK_08510,cog_08,17,PKJGIIBK_08510
cds-EDIHAEFF_54520,cog_08,17,EDIHAEFF_54520
cds-GEDOIOEN_32660,cog_08,17,GEDOIOEN_32660
cds-LLPKHOMA_43410,cog_08,17,LLPKHOMA_43410
cds-EMDOHHMB_07810,cog_08,17,EMDOHHMB_07810
cds-IECPHNMA_38990,cog_08,17,IECPHNMA_38990
cds-HLMOCMJP_20840,cog_08,17,HLMOCMJP_20840
cds-AHDHMJBP_20070,cog_08,17,AHDHMJBP_20070
cds-DAABFAHA_20910,cog_08,17,DAABFAHA_20910
cds-LEBMCNIK_33630,cog_08,17,LEBMCNIK_33630
cds-GBGKCCPF_49550,cog_08,17,GBGKCCPF_49550
cds-AHDHMJBP_20090,cog_09,17,AHDHMJBP_20090
cds-DAABFAHA_20930,cog_09,17,DAABFAHA_20930
cds-GEDOIOEN_32680,cog_09,17,GEDOIOEN_32680
cds-EMDOHHMB_07830,cog_09,17,EMDOHHMB_07830
cds-PKJGIIBK_08530,cog_09,17,PKJGIIBK_08530
cds-NCKBKMME_45640,cog_09,17,NCKBKMME_45640
cds-EDIHAEFF_54500,cog_09,17,EDIHAEFF_54500
cds-DMCKNNNH_46600,cog_09,17,DMCKNNNH_46600
cds-MNGIFODF_25930,cog_09,17,MNGIFODF_25930
cds-HLMOCMJP_20820,cog_09,17,HLMOCMJP_20820
cds-HDEEIGHA_57520,cog_09,17,HDEEIGHA_57520
cds-GBGKCCPF_49570,cog_09,17,GBGKCCPF_49570
cds-FLBDJKNF_64620,cog_09,17,FLBDJKNF_64620
cds-LLPKHOMA_43390,cog_09,17,LLPKHOMA_43390
cds-LEBMCNIK_33610,cog_09,17,LEBMCNIK_33610
cds-IECPHNMA_39010,cog_09,17,IECPHNMA_39010
cds-BEKPJONA_01220,cog_09,17,BEKPJONA_01220
cds-EDIHAEFF_54530,cog_10,17,EDIHAEFF_54530
cds-LLPKHOMA_43420,cog_10,17,LLPKHOMA_43420
cds-MNGIFODF_25960,cog_10,17,MNGIFODF_25960
cds-LEBMCNIK_33640,cog_10,17,LEBMCNIK_33640
cds-GBGKCCPF_49540,cog_10,17,GBGKCCPF_49540
cds-AHDHMJBP_20060,cog_10,17,AHDHMJBP_20060
cds-EMDOHHMB_07800,cog_10,17,EMDOHHMB_07800
cds-GEDOIOEN_32650,cog_10,17,GEDOIOEN_32650
cds-DAABFAHA_20900,cog_10,17,DAABFAHA_20900
cds-HLMOCMJP_20850,cog_10,17,HLMOCMJP_20850
cds-BEKPJONA_01190,cog_10,17,BEKPJONA_01190
cds-NCKBKMME_45610,cog_10,17,NCKBKMME_45610
cds-DMCKNNNH_46630,cog_10,17,DMCKNNNH_46630
cds-IECPHNMA_38980,cog_10,17,IECPHNMA_38980
cds-FLBDJKNF_64590,cog_10,17,FLBDJKNF_64590
cds-HDEEIGHA_57490,cog_10,17,HDEEIGHA_57490
cds-PKJGIIBK_08500,cog_10,17,PKJGIIBK_08500
cds-EMDOHHMB_07960,cog_11,15,EMDOHHMB_07960
cds-PKJGIIBK_08660,cog_11,15,PKJGIIBK_08660
cds-LEBMCNIK_33490,cog_11,15,LEBMCNIK_33490
cds-FLBDJKNF_64760,cog_11,15,FLBDJKNF_64760
cds-GEDOIOEN_32800,cog_11,15,GEDOIOEN_32800
cds-DAABFAHA_21050,cog_11,15,DAABFAHA_21050
cds-IECPHNMA_39110,cog_11,15,IECPHNMA_39110
cds-HDEEIGHA_57640,cog_11,15,HDEEIGHA_57640
cds-DMCKNNNH_46490,cog_11,15,DMCKNNNH_46490
cds-MNGIFODF_25810,cog_11,15,MNGIFODF_25810
cds-EDIHAEFF_54380,cog_11,15,EDIHAEFF_54380
cds-LLPKHOMA_43270,cog_11,15,LLPKHOMA_43270
cds-HLMOCMJP_20690,cog_11,15,HLMOCMJP_20690
cds-GBGKCCPF_49690,cog_11,15,GBGKCCPF_49690
cds-NCKBKMME_45770,cog_11,15,NCKBKMME_45770
cds-HDEEIGHA_57600,cog_12,15,HDEEIGHA_57600
cds-LEBMCNIK_33530,cog_12,15,LEBMCNIK_33530
cds-PKJGIIBK_08600,cog_12,15,PKJGIIBK_08600
cds-HLMOCMJP_20740,cog_12,15,HLMOCMJP_20740
cds-EMDOHHMB_07910,cog_12,15,EMDOHHMB_07910
cds-GEDOIOEN_32760,cog_12,15,GEDOIOEN_32760
cds-EDIHAEFF_54420,cog_12,15,EDIHAEFF_54420
cds-MNGIFODF_25850,cog_12,15,MNGIFODF_25850
cds-LLPKHOMA_43310,cog_12,15,LLPKHOMA_43310
cds-FLBDJKNF_64710,cog_12,15,FLBDJKNF_64710
cds-IECPHNMA_39080,cog_12,15,IECPHNMA_39080
cds-DMCKNNNH_46510,cog_12,15,DMCKNNNH_46510
cds-GBGKCCPF_49640,cog_12,15,GBGKCCPF_49640
cds-DAABFAHA_21010,cog_12,15,DAABFAHA_21010
cds-NCKBKMME_45720,cog_12,15,NCKBKMME_45720
cds-FLBDJKNF_64680,cog_13,12,FLBDJKNF_64680
cds-AHDHMJBP_20150,cog_13,12,AHDHMJBP_20150
cds-EMDOHHMB_07890,cog_13,12,EMDOHHMB_07890
cds-LLPKHOMA_43330,cog_13,12,LLPKHOMA_43330
cds-BEKPJONA_01280,cog_13,12,BEKPJONA_01280
cds-PKJGIIBK_08590,cog_13,12,PKJGIIBK_08590
cds-IECPHNMA_39070,cog_13,12,IECPHNMA_39070
cds-HLMOCMJP_20760,cog_13,12,HLMOCMJP_20760
cds-GBGKCCPF_49630,cog_13,12,GBGKCCPF_49630
cds-NCKBKMME_45700,cog_13,12,NCKBKMME_45700
cds-JDNMFAPF_07340,cog_13,12,JDNMFAPF_07340
cds-DMCKNNNH_46520,cog_13,12,DMCKNNNH_46520
cds-PKJGIIBK_08670,cog_14,11,PKJGIIBK_08670
cds-IECPHNMA_39120,cog_14,11,IECPHNMA_39120
cds-GBGKCCPF_49700,cog_14,11,GBGKCCPF_49700
cds-LEBMCNIK_33480,cog_14,11,LEBMCNIK_33480
cds-GEDOIOEN_32810,cog_14,11,GEDOIOEN_32810
cds-HDEEIGHA_57650,cog_14,11,HDEEIGHA_57650
cds-LLPKHOMA_43260,cog_14,11,LLPKHOMA_43260
cds-EDIHAEFF_54370,cog_14,11,EDIHAEFF_54370
cds-DAABFAHA_21060,cog_14,11,DAABFAHA_21060
cds-MNGIFODF_25800,cog_14,11,MNGIFODF_25800
cds-DMCKNNNH_46480,cog_14,11,DMCKNNNH_46480
cds-GEDOIOEN_32750,cog_15,10,GEDOIOEN_32750
cds-EMDOHHMB_07900,cog_15,10,EMDOHHMB_07900
cds-MNGIFODF_25860,cog_15,10,MNGIFODF_25860
cds-FLBDJKNF_64690,cog_15,10,FLBDJKNF_64690
cds-HLMOCMJP_20750,cog_15,10,HLMOCMJP_20750
cds-DAABFAHA_21000,cog_15,10,DAABFAHA_21000
cds-LEBMCNIK_33540,cog_15,10,LEBMCNIK_33540
cds-EDIHAEFF_54430,cog_15,10,EDIHAEFF_54430
cds-NCKBKMME_45710,cog_15,10,NCKBKMME_45710
cds-HDEEIGHA_57590,cog_15,10,HDEEIGHA_57590
cds-HDEEIGHA_57610,cog_16,10,HDEEIGHA_57610
cds-LEBMCNIK_33520,cog_16,10,LEBMCNIK_33520
cds-EDIHAEFF_54410,cog_16,10,EDIHAEFF_54410
cds-MNGIFODF_25840,cog_16,10,MNGIFODF_25840
cds-NCKBKMME_45730,cog_16,10,NCKBKMME_45730
cds-FLBDJKNF_64720,cog_16,10,FLBDJKNF_64720
cds-EMDOHHMB_07920,cog_16,10,EMDOHHMB_07920
cds-DAABFAHA_21020,cog_16,10,DAABFAHA_21020
cds-HLMOCMJP_20730,cog_16,10,HLMOCMJP_20730
cds-GEDOIOEN_32770,cog_16,10,GEDOIOEN_32770
cds-EDIHAEFF_54400,cog_17,7,EDIHAEFF_54400
cds-MNGIFODF_25830,cog_17,7,MNGIFODF_25830
cds-GEDOIOEN_32780,cog_17,7,GEDOIOEN_32780
cds-LEBMCNIK_33510,cog_17,7,LEBMCNIK_33510
cds-HDEEIGHA_57620,cog_17,7,HDEEIGHA_57620
cds-DAABFAHA_21030,cog_17,7,DAABFAHA_21030
cds-LLPKHOMA_43280,cog_17,7,LLPKHOMA_43280
cds-GBGKCCPF_49670,cog_18,6,GBGKCCPF_49670
cds-PKJGIIBK_08630,cog_18,6,PKJGIIBK_08630
cds-EMDOHHMB_07950,cog_18,6,EMDOHHMB_07950
cds-FLBDJKNF_64750,cog_18,6,FLBDJKNF_64750
cds-HLMOCMJP_20700,cog_18,6,HLMOCMJP_20700
cds-NCKBKMME_45760,cog_18,6,NCKBKMME_45760
cds-LEBMCNIK_33500,cog_19,6,LEBMCNIK_33500
cds-EDIHAEFF_54390,cog_19,6,EDIHAEFF_54390
cds-DAABFAHA_21040,cog_19,6,DAABFAHA_21040
cds-GEDOIOEN_32790,cog_19,6,GEDOIOEN_32790
cds-MNGIFODF_25820,cog_19,6,MNGIFODF_25820
cds-HDEEIGHA_57630,cog_19,6,HDEEIGHA_57630
cds-HLMOCMJP_20710,cog_20,6,HLMOCMJP_20710
cds-PKJGIIBK_08620,cog_20,6,PKJGIIBK_08620
cds-GBGKCCPF_49660,cog_20,6,GBGKCCPF_49660
cds-FLBDJKNF_64740,cog_20,6,FLBDJKNF_64740
cds-EMDOHHMB_07940,cog_20,6,EMDOHHMB_07940
cds-NCKBKMME_45750,cog_20,6,NCKBKMME_45750
cds-DMCKNNNH_46660,cog_21,6,DMCKNNNH_46660
cds-EMDOHHMB_07770,cog_21,6,EMDOHHMB_07770
cds-NCKBKMME_45580,cog_21,6,NCKBKMME_45580
cds-LLPKHOMA_43450,cog_21,6,LLPKHOMA_43450
cds-JDNMFAPF_07390,cog_21,6,JDNMFAPF_07390
cds-HLMOCMJP_20880,cog_21,6,HLMOCMJP_20880
cds-DAABFAHA_20990,cog_22,6,DAABFAHA_20990
cds-GEDOIOEN_32740,cog_22,6,GEDOIOEN_32740
cds-HDEEIGHA_57580,cog_22,6,HDEEIGHA_57580
cds-EDIHAEFF_54440,cog_22,6,EDIHAEFF_54440
cds-LEBMCNIK_33550,cog_22,6,LEBMCNIK_33550
cds-MNGIFODF_25870,cog_22,6,MNGIFODF_25870
cds-EMDOHHMB_07930,cog_23,4,EMDOHHMB_07930
cds-NCKBKMME_45740,cog_23,4,NCKBKMME_45740
cds-HLMOCMJP_20720,cog_23,4,HLMOCMJP_20720
cds-FLBDJKNF_64730,cog_23,4,FLBDJKNF_64730
cds-LLPKHOMA_43230,cog_24,3,LLPKHOMA_43230
cds-DMCKNNNH_47110,cog_24,3,DMCKNNNH_47110
cds-LLPKHOMA_43220,cog_24,3,LLPKHOMA_43220
cds-PKJGIIBK_08680,cog_25,3,PKJGIIBK_08680
cds-LLPKHOMA_43240,cog_25,3,LLPKHOMA_43240
cds-GBGKCCPF_49710,cog_25,3,GBGKCCPF_49710
cds-LLPKHOMA_44210,cog_26,3,LLPKHOMA_44210
cds-LLPKHOMA_44200,cog_26,3,LLPKHOMA_44200
cds-LLPKHOMA_44180,cog_26,3,LLPKHOMA_44180
cds-LLPKHOMA_43320,cog_27,2,LLPKHOMA_43320
cds-JDNMFAPF_07310,cog_27,2,JDNMFAPF_07310
cds-IECPHNMA_39150,cog_28,2,IECPHNMA_39150
cds-DMCKNNNH_46460,cog_28,2,DMCKNNNH_46460
cds-IECPHNMA_39140,cog_29,2,IECPHNMA_39140
cds-DMCKNNNH_46470,cog_29,2,DMCKNNNH_46470
cds-LLPKHOMA_44170,cog_30,2,LLPKHOMA_44170
cds-DMCKNNNH_46560,cog_30,2,DMCKNNNH_46560
cds-AHDHMJBP_20180,cog_31,2,AHDHMJBP_20180
cds-DMCKNNNH_46820,cog_31,2,DMCKNNNH_46820
cds-DMCKNNNH_46860,cog_32,2,DMCKNNNH_46860
cds-IECPHNMA_39100,cog_32,2,IECPHNMA_39100
cds-PKJGIIBK_08610,cog_33,2,PKJGIIBK_08610
cds-GBGKCCPF_49650,cog_33,2,GBGKCCPF_49650
cds-PKJGIIBK_08690,cog_34,2,PKJGIIBK_08690
cds-GBGKCCPF_49720,cog_34,2,GBGKCCPF_49720
cds-PKJGIIBK_08700,cog_35,2,PKJGIIBK_08700
cds-GBGKCCPF_49730,cog_35,2,GBGKCCPF_49730
cds-PKJGIIBK_08710,cog_36,2,PKJGIIBK_08710
cds-GBGKCCPF_49740,cog_36,2,GBGKCCPF_49740
cds-PKJGIIBK_08720,cog_37,2,PKJGIIBK_08720
cds-GBGKCCPF_49750,cog_37,2,GBGKCCPF_49750
cds-PKJGIIBK_08730,cog_38,2,PKJGIIBK_08730
cds-GBGKCCPF_49760,cog_38,2,GBGKCCPF_49760
cds-PKJGIIBK_08740,cog_39,2,PKJGIIBK_08740
cds-GBGKCCPF_49770,cog_39,2,GBGKCCPF_49770
cds-PKJGIIBK_08750,cog_40,2,PKJGIIBK_08750
cds-GBGKCCPF_49780,cog_40,2,GBGKCCPF_49780
cds-GBGKCCPF_49790,cog_41,2,GBGKCCPF_49790
cds-PKJGIIBK_08760,cog_41,2,PKJGIIBK_08760
cds-GBGKCCPF_49800,cog_42,2,GBGKCCPF_49800
cds-PKJGIIBK_08770,cog_42,2,PKJGIIBK_08770
cds-GBGKCCPF_49810,cog_43,2,GBGKCCPF_49810
cds-PKJGIIBK_08780,cog_43,2,PKJGIIBK_08780
cds-PKJGIIBK_08790,cog_44,2,PKJGIIBK_08790
cds-GBGKCCPF_49820,cog_44,2,GBGKCCPF_49820
cds-GBGKCCPF_49830,cog_45,2,GBGKCCPF_49830
cds-PKJGIIBK_08800,cog_45,2,PKJGIIBK_08800
cds-PKJGIIBK_08810,cog_46,2,PKJGIIBK_08810
cds-GBGKCCPF_49840,cog_46,2,GBGKCCPF_49840
cds-PKJGIIBK_08820,cog_47,2,PKJGIIBK_08820
cds-GBGKCCPF_49850,cog_47,2,GBGKCCPF_49850
cds-GBGKCCPF_49860,cog_48,2,GBGKCCPF_49860
cds-PKJGIIBK_08830,cog_48,2,PKJGIIBK_08830
cds-LLPKHOMA_43890,cog_49,2,LLPKHOMA_43890
cds-JDNMFAPF_07300,cog_49,2,JDNMFAPF_07300
cds-LLPKHOMA_43900,cog_50,2,LLPKHOMA_43900
cds-LLPKHOMA_44080,cog_50,2,LLPKHOMA_44080
cds-LLPKHOMA_43960,cog_51,2,LLPKHOMA_43960
cds-LLPKHOMA_43950,cog_51,2,LLPKHOMA_43950
cds-LLPKHOMA_43920,cog_52,2,LLPKHOMA_43920
cds-LLPKHOMA_44010,cog_52,2,LLPKHOMA_44010
cds-JDNMFAPF_07260,cog_53,1,JDNMFAPF_07260
cds-JDNMFAPF_07270,cog_54,1,JDNMFAPF_07270
cds-JDNMFAPF_07280,cog_55,1,JDNMFAPF_07280
cds-JDNMFAPF_07290,cog_56,1,JDNMFAPF_07290
cds-JDNMFAPF_07320,cog_57,1,JDNMFAPF_07320
cds-JDNMFAPF_07330,cog_58,1,JDNMFAPF_07330
cds-JDNMFAPF_07350,cog_59,1,JDNMFAPF_07350
cds-JDNMFAPF_07380,cog_60,1,JDNMFAPF_07380
cds-JDNMFAPF_07410,cog_61,1,JDNMFAPF_07410
cds-JDNMFAPF_07420,cog_62,1,JDNMFAPF_07420
cds-JDNMFAPF_07430,cog_63,1,JDNMFAPF_07430
cds-JDNMFAPF_07440,cog_64,1,JDNMFAPF_07440
cds-JDNMFAPF_07450,cog_65,1,JDNMFAPF_07450
cds-JDNMFAPF_07460,cog_66,1,JDNMFAPF_07460
cds-JDNMFAPF_07470,cog_67,1,JDNMFAPF_07470
cds-JDNMFAPF_07480,cog_68,1,JDNMFAPF_07480
cds-JDNMFAPF_07490,cog_69,1,JDNMFAPF_07490
cds-IECPHNMA_39090,cog_70,1,IECPHNMA_39090
cds-IECPHNMA_39130,cog_71,1,IECPHNMA_39130
cds-DMCKNNNH_46430,cog_72,1,DMCKNNNH_46430
cds-DMCKNNNH_46440,cog_73,1,DMCKNNNH_46440
cds-DMCKNNNH_46450,cog_74,1,DMCKNNNH_46450
cds-DMCKNNNH_46500,cog_75,1,DMCKNNNH_46500
cds-DMCKNNNH_46550,cog_76,1,DMCKNNNH_46550
cds-DMCKNNNH_46570,cog_77,1,DMCKNNNH_46570
cds-DMCKNNNH_46680,cog_78,1,DMCKNNNH_46680
cds-DMCKNNNH_46690,cog_79,1,DMCKNNNH_46690
cds-DMCKNNNH_46700,cog_80,1,DMCKNNNH_46700
cds-DMCKNNNH_46710,cog_81,1,DMCKNNNH_46710
cds-DMCKNNNH_46720,cog_82,1,DMCKNNNH_46720
cds-DMCKNNNH_46730,cog_83,1,DMCKNNNH_46730
cds-DMCKNNNH_46740,cog_84,1,DMCKNNNH_46740
cds-DMCKNNNH_46750,cog_85,1,DMCKNNNH_46750
cds-DMCKNNNH_46760,cog_86,1,DMCKNNNH_46760
cds-DMCKNNNH_46770,cog_87,1,DMCKNNNH_46770
cds-DMCKNNNH_46780,cog_88,1,DMCKNNNH_46780
cds-DMCKNNNH_46790,cog_89,1,DMCKNNNH_46790
cds-DMCKNNNH_46800,cog_90,1,DMCKNNNH_46800
cds-DMCKNNNH_46810,cog_91,1,DMCKNNNH_46810
cds-DMCKNNNH_46830,cog_92,1,DMCKNNNH_46830
cds-DMCKNNNH_46840,cog_93,1,DMCKNNNH_46840
cds-DMCKNNNH_46850,cog_94,1,DMCKNNNH_46850
cds-DMCKNNNH_46870,cog_95,1,DMCKNNNH_46870
cds-DMCKNNNH_46880,cog_96,1,DMCKNNNH_46880
cds-DMCKNNNH_46890,cog_97,1,DMCKNNNH_46890
cds-DMCKNNNH_46900,cog_98,1,DMCKNNNH_46900
cds-DMCKNNNH_46910,cog_99,1,DMCKNNNH_46910
cds-DMCKNNNH_46920,cog_100,1,DMCKNNNH_46920
cds-DMCKNNNH_46930,cog_101,1,DMCKNNNH_46930
cds-DMCKNNNH_46940,cog_102,1,DMCKNNNH_46940
cds-DMCKNNNH_46950,cog_103,1,DMCKNNNH_46950
