feat_id,start,end,seq_id,blast_hit,blast_desc,cluster_id,Identity,Coverage,E-value,Bitscore
cds-GBGKCCPF_45430,0,900,NZ_GL877879.1.region004,AAG23273.1,spnL,cog_02,99.6,100,2.77e-207,565
cds-GBGKCCPF_45430,0,900,NZ_GL877879.1.region004,AAG23267.1,spnF,cog_02,35.1,96.7,6.8e-48,160
cds-PKJGIIBK_03260,0,786,NZ_CP061007.1.region006,AAG23273.1,spnL,cog_02,35.9,94.3,1.07e-45,154
cds-PKJGIIBK_03260,0,786,NZ_CP061007.1.region006,AAG23267.1,spnF,cog_02,100,94.9,9.01e-195,532
cds-IECPHNMA_33550,0,900,NZ_CP031142.1.region026,AAG23273.1,spnL,cog_02,93.6,100,8.36e-193,529
cds-IECPHNMA_33550,0,900,NZ_CP031142.1.region026,AAG23267.1,spnF,cog_02,36,93.1,6.18e-49,163
cds-AAG23277.1,0,1358,BGC0000148.region001,AAG23277.1,spnP,cog_03,100,100,0,999
cds-PKJGIIBK_03620,0,1173,NZ_CP061007.1.region006,AAG23268.1,spnG,cog_03,99.7,100,2.08e-284,769
cds-DMCKNNNH_49080,0,1077,NZ_CP040605.1.region011,AAG23268.1,spnG,cog_03,94.1,91.8,1.3e-245,669
cds-AAG23268.1,0,1163,BGC0000148.region001,AAG23268.1,spnG,cog_03,100,100,0,999
cds-GBGKCCPF_45480,0,1320,NZ_GL877879.1.region004,AAG23277.1,spnP,cog_03,100,96.5,0,868
cds-IECPHNMA_33500,0,1212,NZ_CP031142.1.region026,AAG23268.1,spnG,cog_03,93.6,100,3.81e-265,721
cds-OOOGHNGE_63950,0,1173,NZ_PJNB01000001.1.region031,AAG23268.1,spnG,cog_03,99.7,100,2.08e-284,769
cds-DMCKNNNH_48980,0,1290,NZ_CP040605.1.region011,AAG23277.1,spnP,cog_03,88.8,94.5,2.05e-274,748
cds-PKJGIIBK_03720,0,1320,NZ_CP061007.1.region006,AAG23277.1,spnP,cog_03,100,96.5,0,868
cds-IECPHNMA_33600,0,1314,NZ_CP031142.1.region026,AAG23277.1,spnP,cog_03,90.9,96.3,4.24e-285,775
cds-GBGKCCPF_45380,0,1173,NZ_GL877879.1.region004,AAG23268.1,spnG,cog_03,99.7,100,2.08e-284,769
cds-OOOGHNGE_64050,0,1320,NZ_PJNB01000001.1.region031,AAG23277.1,spnP,cog_03,100,96.5,0,868
cds-PKJGIIBK_03390,0,1320,NZ_CP061007.1.region006,AAG23277.1,spnP,cog_03,100,96.5,0,868
cds-GBGKCCPF_45400,0,1188,NZ_GL877879.1.region004,AAG23272.1,spnK,cog_04,41.9,93.5,1.01e-100,303
cds-GBGKCCPF_45400,0,1188,NZ_GL877879.1.region004,AAG23270.1,spnI,cog_04,99,100,3.35e-288,779
cds-OOOGHNGE_63990,0,1194,NZ_PJNB01000001.1.region031,AAG23272.1,spnK,cog_04,100,100,8.36e-299,806
cds-OOOGHNGE_63990,0,1194,NZ_PJNB01000001.1.region031,AAG23270.1,spnI,cog_04,41.9,95.2,7.3e-98,296
cds-OOOGHNGE_63970,0,1188,NZ_PJNB01000001.1.region031,AAG23272.1,spnK,cog_04,41.9,93.5,1.01e-100,303
cds-OOOGHNGE_63970,0,1188,NZ_PJNB01000001.1.region031,AAG23270.1,spnI,cog_04,99,100,3.35e-288,779
cds-AAG23270.1,0,1178,BGC0000148.region001,AAG23270.1,spnI,cog_04,100,100,0,999
cds-DMCKNNNH_49060,0,1188,NZ_CP040605.1.region011,AAG23272.1,spnK,cog_04,41.1,93.5,1.3e-98,298
cds-DMCKNNNH_49060,0,1188,NZ_CP040605.1.region011,AAG23270.1,spnI,cog_04,94.1,99.5,4.11e-273,741
cds-IECPHNMA_33520,0,1188,NZ_CP031142.1.region026,AAG23272.1,spnK,cog_04,41.4,93.5,9.18e-99,298
cds-IECPHNMA_33520,0,1188,NZ_CP031142.1.region026,AAG23270.1,spnI,cog_04,94.4,99.5,1.18e-272,739
cds-PKJGIIBK_03320,0,888,NZ_CP061007.1.region006,AAG23272.1,spnK,cog_04,100,72.3,1.7e-209,576
cds-PKJGIIBK_03320,0,888,NZ_CP061007.1.region006,AAG23270.1,spnI,cog_04,39.1,71.6,4.49e-59,193
cds-AAG23272.1,0,1184,BGC0000148.region001,AAG23272.1,spnK,cog_04,100,100,0,999
cds-IECPHNMA_33540,0,1194,NZ_CP031142.1.region026,AAG23272.1,spnK,cog_04,96,100,3.59e-284,769
cds-IECPHNMA_33540,0,1194,NZ_CP031142.1.region026,AAG23270.1,spnI,cog_04,42.4,95.2,2.02e-100,303
cds-PKJGIIBK_03640,0,1188,NZ_CP061007.1.region006,AAG23272.1,spnK,cog_04,41.9,93.5,1.01e-100,303
cds-PKJGIIBK_03640,0,1188,NZ_CP061007.1.region006,AAG23270.1,spnI,cog_04,99,100,3.35e-288,779
cds-PKJGIIBK_03660,0,1194,NZ_CP061007.1.region006,AAG23272.1,spnK,cog_04,100,100,8.36e-299,806
cds-PKJGIIBK_03660,0,1194,NZ_CP061007.1.region006,AAG23270.1,spnI,cog_04,41.9,95.2,7.3e-98,296
cds-GBGKCCPF_45420,0,1194,NZ_GL877879.1.region004,AAG23272.1,spnK,cog_04,100,100,8.36e-299,806
cds-GBGKCCPF_45420,0,1194,NZ_GL877879.1.region004,AAG23270.1,spnI,cog_04,41.9,95.2,7.3e-98,296
cds-DMCKNNNH_49040,0,1194,NZ_CP040605.1.region011,AAG23272.1,spnK,cog_04,95.2,100,3.44e-282,764
cds-DMCKNNNH_49040,0,1194,NZ_CP040605.1.region011,AAG23270.1,spnI,cog_04,42.1,95.2,8.07e-100,301
cds-AAG23264.1,0,7778,BGC0000148.region001,AAG23264.1,spnA,cog_05,100,100,0,999
cds-PKJGIIBK_03600,0,5865,NZ_CP061007.1.region006,AAG23264.1,spnA,cog_05,99.9,74.9,0,3771
cds-GBGKCCPF_45360,0,7788,NZ_GL877879.1.region004,AAG23264.1,spnA,cog_05,100,100,0,5013
cds-IECPHNMA_33450,0,9510,NZ_CP031142.1.region026,AAG23266.1,spnC,cog_05,53.7,90.8,0,2751
cds-IECPHNMA_33450,0,9510,NZ_CP031142.1.region026,AAG23263.1,spnD,cog_05,93.1,62.8,0,5588
cds-GBGKCCPF_45300,0,7917,NZ_GL877879.1.region004,AAG23263.1,spnD,cog_05,100,53.3,0,5070
cds-OOOGHNGE_63930,0,7788,NZ_PJNB01000001.1.region031,AAG23264.1,spnA,cog_05,100,100,0,5013
cds-GBGKCCPF_45330,0,6258,NZ_GL877879.1.region004,AAG23264.1,spnA,cog_05,61.2,63.9,0,1867
cds-GBGKCCPF_45330,0,6258,NZ_GL877879.1.region004,AAG23266.1,spnC,cog_05,99.9,65.7,0,3967
cds-AAG23266.1,0,9503,BGC0000148.region001,AAG23266.1,spnC,cog_05,100,100,0,999
cds-GBGKCCPF_45250,0,10332,NZ_GL877879.1.region004,AAG23265.1,spnB,cog_05,54,95,0,1881
cds-GBGKCCPF_45250,0,10332,NZ_GL877879.1.region004,AAG23262.1,spnE,cog_05,99.3,62,0,6605
cds-OOOGHNGE_63910,0,9513,NZ_PJNB01000001.1.region031,AAG23264.1,spnA,cog_05,47.4,96.8,0,2393
cds-OOOGHNGE_63910,0,9513,NZ_PJNB01000001.1.region031,AAG23266.1,spnC,cog_05,100,100,0,6110
cds-DMCKNNNH_49120,0,9507,NZ_CP040605.1.region011,AAG23264.1,spnA,cog_05,47.4,96.8,0,2383
cds-DMCKNNNH_49120,0,9507,NZ_CP040605.1.region011,AAG23266.1,spnC,cog_05,93.2,100,0,5693
cds-IECPHNMA_33460,0,9504,NZ_CP031142.1.region026,AAG23264.1,spnA,cog_05,47.5,96.8,0,2395
cds-IECPHNMA_33460,0,9504,NZ_CP031142.1.region026,AAG23266.1,spnC,cog_05,93.5,100,0,5717
cds-AAG23263.1,0,14777,BGC0000148.region001,AAG23263.1,spnD,cog_06,100,100,0,999
cds-IECPHNMA_33430,0,16695,NZ_CP031142.1.region026,AAG23265.1,spnB,cog_06,55.1,94.8,0,1936
cds-IECPHNMA_33430,0,16695,NZ_CP031142.1.region026,AAG23266.1,spnC,cog_06,47.4,98,0,2560
cds-IECPHNMA_33430,0,16695,NZ_CP031142.1.region026,AAG23263.1,spnD,cog_06,52.3,99.1,0,4541
cds-IECPHNMA_33430,0,16695,NZ_CP031142.1.region026,AAG23262.1,spnE,cog_06,90.8,100,0,9786
cds-IECPHNMA_33480,0,13035,NZ_CP031142.1.region026,AAG23264.1,spnA,cog_06,53.5,100,0,3811
cds-IECPHNMA_33480,0,13035,NZ_CP031142.1.region026,AAG23266.1,spnC,cog_06,51.7,97.9,0,2814
cds-IECPHNMA_33480,0,13035,NZ_CP031142.1.region026,AAG23263.1,spnD,cog_06,67.7,66.5,0,4168
cds-IECPHNMA_33480,0,13035,NZ_CP031142.1.region026,AAG23262.1,spnE,cog_06,54.3,94,0,4766
cds-OOOGHNGE_63890,0,14775,NZ_PJNB01000001.1.region031,AAG23264.1,spnA,cog_06,45,97,0,2347
cds-OOOGHNGE_63890,0,14775,NZ_PJNB01000001.1.region031,AAG23266.1,spnC,cog_06,56.5,99,0,3154
cds-OOOGHNGE_63890,0,14775,NZ_PJNB01000001.1.region031,AAG23263.1,spnD,cog_06,100,99.9,0,9526
cds-OOOGHNGE_63890,0,14775,NZ_PJNB01000001.1.region031,AAG23262.1,spnE,cog_06,51.7,94.7,0,4500
cds-OOOGHNGE_63880,0,16767,NZ_PJNB01000001.1.region031,AAG23264.1,spnA,cog_06,38.9,96.9,0,1881
cds-OOOGHNGE_63880,0,16767,NZ_PJNB01000001.1.region031,AAG23265.1,spnB,cog_06,55,95,0,1931
cds-OOOGHNGE_63880,0,16767,NZ_PJNB01000001.1.region031,AAG23266.1,spnC,cog_06,47.1,97.5,0,2555
cds-OOOGHNGE_63880,0,16767,NZ_PJNB01000001.1.region031,AAG23263.1,spnD,cog_06,51.7,98.2,0,4496
cds-OOOGHNGE_63880,0,16767,NZ_PJNB01000001.1.region031,AAG23262.1,spnE,cog_06,100,100,0,10797
cds-DMCKNNNH_49130,0,14772,NZ_CP040605.1.region011,AAG23264.1,spnA,cog_06,67.4,62.1,0,2021
cds-DMCKNNNH_49130,0,14772,NZ_CP040605.1.region011,AAG23266.1,spnC,cog_06,56.5,99,0,3174
cds-DMCKNNNH_49130,0,14772,NZ_CP040605.1.region011,AAG23263.1,spnD,cog_06,92.1,99.9,0,8759
cds-DMCKNNNH_49130,0,14772,NZ_CP040605.1.region011,AAG23262.1,spnE,cog_06,51.6,95.6,0,4500
cds-DMCKNNNH_49150,0,16698,NZ_CP040605.1.region011,AAG23265.1,spnB,cog_06,54.5,94.7,0,1909
cds-DMCKNNNH_49150,0,16698,NZ_CP040605.1.region011,AAG23266.1,spnC,cog_06,46.7,98,0,2564
cds-DMCKNNNH_49150,0,16698,NZ_CP040605.1.region011,AAG23263.1,spnD,cog_06,51.8,99.1,0,4528
cds-DMCKNNNH_49150,0,16698,NZ_CP040605.1.region011,AAG23262.1,spnE,cog_06,89.5,100,0,9671
cds-AAG23262.1,0,16757,BGC0000148.region001,AAG23262.1,spnE,cog_06,100,100,0,999
cds-DMCKNNNH_49100,0,13044,NZ_CP040605.1.region011,AAG23264.1,spnA,cog_06,53.4,100,0,3784
cds-DMCKNNNH_49100,0,13044,NZ_CP040605.1.region011,AAG23265.1,spnB,cog_06,53.2,94.8,0,1840
cds-DMCKNNNH_49100,0,13044,NZ_CP040605.1.region011,AAG23266.1,spnC,cog_06,51.7,97.4,0,2812
cds-DMCKNNNH_49100,0,13044,NZ_CP040605.1.region011,AAG23263.1,spnD,cog_06,67.6,66.5,0,4151
cds-DMCKNNNH_49100,0,13044,NZ_CP040605.1.region011,AAG23262.1,spnE,cog_06,54.1,94,0,4742
cds-OOOGHNGE_63920,0,6453,NZ_PJNB01000001.1.region031,AAG23265.1,spnB,cog_07,100,99.9,0,4158
cds-PKJGIIBK_03190,0,6558,NZ_CP061007.1.region006,AAG23266.1,spnC,cog_07,100,66.4,0,4081
cds-PKJGIIBK_03080,0,6132,NZ_CP061007.1.region006,AAG23265.1,spnB,cog_07,55,95,0,1931
cds-IECPHNMA_33470,0,6450,NZ_CP031142.1.region026,AAG23265.1,spnB,cog_07,93.1,99.9,0,3872
cds-AAG23265.1,0,6449,BGC0000148.region001,AAG23265.1,spnB,cog_07,100,100,0,999
cds-DMCKNNNH_49110,0,6459,NZ_CP040605.1.region011,AAG23265.1,spnB,cog_07,90.9,99.9,0,3774
cds-DMCKNNNH_48950,0,750,NZ_CP040605.1.region011,AAG23280.1,spnS,cog_08,94.4,100,3.67e-173,476
cds-GBGKCCPF_45510,0,741,NZ_GL877879.1.region004,AAG23280.1,spnS,cog_08,99.6,98.8,4.53e-180,493
cds-IECPHNMA_33640,0,741,NZ_CP031142.1.region026,AAG23280.1,spnS,cog_08,93.1,98.8,1.28e-170,469
cds-AAG23280.1,0,740,BGC0000148.region001,AAG23280.1,spnS,cog_08,100,100,0,999
cds-PKJGIIBK_03420,0,741,NZ_CP061007.1.region006,AAG23280.1,spnS,cog_08,99.6,98.8,4.53e-180,493
cds-OOOGHNGE_64080,0,741,NZ_PJNB01000001.1.region031,AAG23280.1,spnS,cog_08,99.6,98.8,4.53e-180,493
cds-AAG23276.1,0,1451,BGC0000148.region001,AAG23276.1,spnO,cog_09,100,100,0,999
cds-GBGKCCPF_45460,0,1461,NZ_GL877879.1.region004,AAG23276.1,spnO,cog_09,100,100,0,983
cds-PKJGIIBK_03700,0,1461,NZ_CP061007.1.region006,AAG23276.1,spnO,cog_09,99.8,100,0,981
cds-DMCKNNNH_49000,0,1461,NZ_CP040605.1.region011,AAG23276.1,spnO,cog_09,93.8,100,0,922
cds-OOOGHNGE_64030,0,1461,NZ_PJNB01000001.1.region031,AAG23276.1,spnO,cog_09,100,100,0,983
cds-PKJGIIBK_03370,0,1461,NZ_CP061007.1.region006,AAG23276.1,spnO,cog_09,99.8,100,0,981
cds-IECPHNMA_33580,0,1461,NZ_CP031142.1.region026,AAG23276.1,spnO,cog_09,94.7,100,0,927
cds-OOOGHNGE_63980,0,1569,NZ_PJNB01000001.1.region031,AAG23271.1,spnJ,cog_10,99.8,96.8,0,1074
cds-PKJGIIBK_03300,0,1290,NZ_CP061007.1.region006,AAG23271.1,spnJ,cog_10,66.1,77,1.48e-169,486
cds-GBGKCCPF_45410,0,1569,NZ_GL877879.1.region004,AAG23271.1,spnJ,cog_10,99.8,96.8,0,1074
cds-DMCKNNNH_49050,0,1569,NZ_CP040605.1.region011,AAG23271.1,spnJ,cog_10,94.1,96.8,0,1019
cds-IECPHNMA_33530,0,1569,NZ_CP031142.1.region026,AAG23271.1,spnJ,cog_10,94.1,96.8,0,1017
cds-AAG23271.1,0,1610,BGC0000148.region001,AAG23271.1,spnJ,cog_10,100,100,0,999
cds-PKJGIIBK_03650,0,1569,NZ_CP061007.1.region006,AAG23271.1,spnJ,cog_10,99.8,96.8,0,1074
cds-IECPHNMA_33560,0,1167,NZ_CP031142.1.region026,AAG23274.1,spnM,cog_11,96.8,99.1,9.26e-228,622
cds-GBGKCCPF_45440,0,1167,NZ_GL877879.1.region004,AAG23274.1,spnM,cog_11,100,100,5.73e-238,648
cds-PKJGIIBK_03680,0,1167,NZ_CP061007.1.region006,AAG23274.1,spnM,cog_11,100,100,5.73e-238,648
cds-AAG23274.1,0,953,BGC0000148.region001,AAG23274.1,spnM,cog_11,100,100,0,999
cds-PKJGIIBK_03350,0,1167,NZ_CP061007.1.region006,AAG23274.1,spnM,cog_11,100,100,5.73e-238,648
cds-OOOGHNGE_64010,0,1167,NZ_PJNB01000001.1.region031,AAG23274.1,spnM,cog_11,100,100,5.73e-238,648
cds-DMCKNNNH_49020,0,1158,NZ_CP040605.1.region011,AAG23274.1,spnM,cog_11,94.9,98.8,3.08e-223,611
cds-PKJGIIBK_03690,0,1011,NZ_CP061007.1.region006,AAG23275.1,spnN,cog_12,100,100,9.87e-241,654
cds-OOOGHNGE_64020,0,1011,NZ_PJNB01000001.1.region031,AAG23275.1,spnN,cog_12,100,100,9.87e-241,654
cds-IECPHNMA_33570,0,1011,NZ_CP031142.1.region026,AAG23275.1,spnN,cog_12,95.5,100,7.32e-227,619
cds-AAG23275.1,0,989,BGC0000148.region001,AAG23275.1,spnN,cog_12,100,100,0,999
cds-DMCKNNNH_49010,0,1011,NZ_CP040605.1.region011,AAG23275.1,spnN,cog_12,94.9,100,4.93e-225,614
cds-PKJGIIBK_03360,0,1011,NZ_CP061007.1.region006,AAG23275.1,spnN,cog_12,100,100,9.87e-241,654
cds-GBGKCCPF_45450,0,1011,NZ_GL877879.1.region004,AAG23275.1,spnN,cog_12,100,100,9.87e-241,654
cds-PKJGIIBK_03450,0,837,NZ_CP061007.1.region006,AAG23282.1,probable lysR-type transcriptional regulator,cog_13,100,100,6.1e-191,523
cds-GBGKCCPF_45540,0,837,NZ_GL877879.1.region004,AAG23282.1,probable lysR-type transcriptional regulator,cog_13,100,100,6.1e-191,523
cds-AAG23282.1,0,827,BGC0000148.region001,AAG23282.1,probable lysR-type transcriptional regulator,cog_13,100,100,0,999
cds-OOOGHNGE_64110,0,837,NZ_PJNB01000001.1.region031,AAG23282.1,probable lysR-type transcriptional regulator,cog_13,100,100,6.1e-191,523
cds-OOOGHNGE_64100,0,768,NZ_PJNB01000001.1.region031,AAG23281.1,probable keto acyl reductase,cog_14,100,100,4.65e-179,491
cds-GBGKCCPF_45530,0,768,NZ_GL877879.1.region004,AAG23281.1,probable keto acyl reductase,cog_14,100,100,4.65e-179,491
cds-AAG23281.1,0,758,BGC0000148.region001,AAG23281.1,probable keto acyl reductase,cog_14,100,100,0,999
cds-PKJGIIBK_03440,0,768,NZ_CP061007.1.region006,AAG23281.1,probable keto acyl reductase,cog_14,100,100,4.65e-179,491
cds-GBGKCCPF_45390,0,753,NZ_GL877879.1.region004,AAG23269.1,spnH,cog_15,100,100,6.99e-192,523
cds-OOOGHNGE_63960,0,753,NZ_PJNB01000001.1.region031,AAG23269.1,spnH,cog_15,100,100,6.99e-192,523
cds-AAG23269.1,0,743,BGC0000148.region001,AAG23269.1,spnH,cog_15,100,100,0,999
cds-DMCKNNNH_49070,0,753,NZ_CP040605.1.region011,AAG23269.1,spnH,cog_15,96.4,100,1.77e-185,507
cds-PKJGIIBK_03630,0,753,NZ_CP061007.1.region006,AAG23269.1,spnH,cog_15,100,100,6.99e-192,523
cds-IECPHNMA_33510,0,753,NZ_CP031142.1.region026,AAG23269.1,spnH,cog_15,97.2,100,1.07e-186,510
cds-PKJGIIBK_03210,0,3936,NZ_CP061007.1.region006,AAG23265.1,spnB,cog_16,99.9,59.3,0,2478
cds-OOOGHNGE_63870,0,597,NZ_PJNB01000001.1.region031,AAG23284.1,unknown,cog_18,100,100,5.15e-141,390
cds-PKJGIIBK_03070,0,597,NZ_CP061007.1.region006,AAG23284.1,unknown,cog_18,100,100,5.15e-141,390
cds-GBGKCCPF_45240,0,597,NZ_GL877879.1.region004,AAG23284.1,unknown,cog_18,99,100,6.01e-140,387
cds-AAG23284.1,0,587,BGC0000148.region001,AAG23284.1,unknown,cog_18,100,100,0,999
cds-GBGKCCPF_45350,0,3921,NZ_GL877879.1.region004,AAG23265.1,spnB,cog_31,99.8,60.7,0,2527
cds-AAG23283.1,0,2246,BGC0000148.region001,AAG23283.1,probable exodeoxyribonuclease V,cog_33,100,100,0,999
cds-GBGKCCPF_45230,0,2211,NZ_GL877879.1.region004,AAG23283.1,probable exodeoxyribonuclease V,cog_33,99.9,98,0,1437
cds-OOOGHNGE_63860,0,2211,NZ_PJNB01000001.1.region031,AAG23283.1,probable exodeoxyribonuclease V,cog_33,99.9,98,0,1437
cds-DMCKNNNH_49230,0,945,NZ_CP040605.1.region011,AAG23282.1,probable lysR-type transcriptional regulator,cog_108,34.7,67.3,8.25e-18,80.9
cds-PKJGIIBK_03060,0,1134,NZ_CP061007.1.region006,AAG23283.1,probable exodeoxyribonuclease V,cog_175,99.7,50.2,5.58e-263,729
