feature_id,cluster_id,cluster_n,locus_tag
cds-GBGKCCPF_69090,cog_06,9,GBGKCCPF_69090
cds-IECPHNMA_04660,cog_06,9,IECPHNMA_04660
cds-DMCKNNNH_53360,cog_07,9,DMCKNNNH_53360
cds-HLMOCMJP_16990,cog_07,9,HLMOCMJP_16990
cds-GBGKCCPF_69100,cog_07,9,GBGKCCPF_69100
cds-LLPKHOMA_56020,cog_07,9,LLPKHOMA_56020
cds-FLBDJKNF_30300,cog_07,9,FLBDJKNF_30300
cds-OOOGHNGE_62200,cog_07,9,OOOGHNGE_62200
cds-NCTC8325_00071,cog_07,9,NCTC8325_00071
cds-PKJGIIBK_01390,cog_07,9,PKJGIIBK_01390
cds-IECPHNMA_04650,cog_07,9,IECPHNMA_04650
cds-DMCKNNNH_53380,cog_08,5,DMCKNNNH_53380
cds-GBGKCCPF_69080,cog_08,5,GBGKCCPF_69080
cds-IECPHNMA_04700,cog_08,5,IECPHNMA_04700
cds-OOOGHNGE_62180,cog_08,5,OOOGHNGE_62180
cds-PKJGIIBK_01370,cog_08,5,PKJGIIBK_01370
cds-OOOGHNGE_62170,cog_09,3,OOOGHNGE_62170
cds-PKJGIIBK_01360,cog_09,3,PKJGIIBK_01360
cds-GBGKCCPF_69070,cog_09,3,GBGKCCPF_69070
cds-GBGKCCPF_69170,cog_10,3,GBGKCCPF_69170
cds-PKJGIIBK_01460,cog_10,3,PKJGIIBK_01460
cds-OOOGHNGE_62270,cog_10,3,OOOGHNGE_62270
cds-NCTC8325_00062,cog_11,2,NCTC8325_00062
cds-NCTC8325_00063,cog_11,2,NCTC8325_00063
cds-HLMOCMJP_17010,cog_12,2,HLMOCMJP_17010
cds-FLBDJKNF_30270,cog_12,2,FLBDJKNF_30270
cds-HLMOCMJP_16920,cog_13,2,HLMOCMJP_16920
cds-FLBDJKNF_30370,cog_13,2,FLBDJKNF_30370
cds-NCTC8325_00064,cog_14,1,NCTC8325_00064
cds-NCTC8325_00073,cog_15,1,NCTC8325_00073
cds-IECPHNMA_04580,cog_16,1,IECPHNMA_04580
cds-IECPHNMA_04670,cog_17,1,IECPHNMA_04670
cds-IECPHNMA_04680,cog_18,1,IECPHNMA_04680
cds-IECPHNMA_04690,cog_19,1,IECPHNMA_04690
cds-DMCKNNNH_53260,cog_20,1,DMCKNNNH_53260
cds-DMCKNNNH_53270,cog_21,1,DMCKNNNH_53270
cds-DMCKNNNH_53280,cog_22,1,DMCKNNNH_53280
cds-DMCKNNNH_53290,cog_23,1,DMCKNNNH_53290
cds-DMCKNNNH_53390,cog_24,1,DMCKNNNH_53390
cds-DMCKNNNH_53400,cog_25,1,DMCKNNNH_53400
cds-HLMOCMJP_16910,cog_26,1,HLMOCMJP_16910
cds-HLMOCMJP_17020,cog_27,1,HLMOCMJP_17020
cds-LLPKHOMA_55940,cog_28,1,LLPKHOMA_55940
cds-LLPKHOMA_55950,cog_29,1,LLPKHOMA_55950
cds-LLPKHOMA_56040,cog_30,1,LLPKHOMA_56040
cds-LLPKHOMA_56050,cog_31,1,LLPKHOMA_56050
cds-FLBDJKNF_30280,cog_32,1,FLBDJKNF_30280
cds-FLBDJKNF_30380,cog_33,1,FLBDJKNF_30380
