feat_id,start,end,seq_id,blast_hit,blast_desc,cluster_id,Identity,Coverage,E-value,Bitscore
cds-EDIHAEFF_54470,0,1188,NZ_RBXX01000002.1.region007,JDNMFAPF_07370,mftC,cog_04,69.9,99.2,9.63e-197,547
cds-EMDOHHMB_07860,0,1182,NZ_VIWX01000001.1.region007,JDNMFAPF_07370,mftC,cog_04,70.2,99.7,1.15e-199,555
cds-DAABFAHA_20960,0,1188,NZ_VWPH01000016.1.region001,JDNMFAPF_07370,mftC,cog_04,70.7,99.2,6.16e-200,555
cds-MNGIFODF_25900,0,1188,NZ_JACCFJ010000001.1.region004,JDNMFAPF_07370,mftC,cog_04,70.8,99.2,1.44e-198,552
cds-HLMOCMJP_20790,0,1191,NZ_FOZX01000004.1.region002,JDNMFAPF_07370,mftC,cog_04,69.9,99.7,2.12e-198,551
cds-LLPKHOMA_43360,0,1191,NZ_JACHIW010000001.1.region012,JDNMFAPF_07370,mftC,cog_04,69.6,99.5,8.6e-198,550
cds-PKJGIIBK_08560,0,1194,NZ_CP061007.1.region011,JDNMFAPF_07370,mftC,cog_04,69,99.5,1.39e-194,542
cds-HDEEIGHA_57550,0,1188,NZ_FNVB01000002.1.region005,JDNMFAPF_07370,mftC,cog_04,70.2,99.2,2.04e-198,551
cds-NCKBKMME_45670,0,1188,NZ_RSAA01000007.1.region002,JDNMFAPF_07370,mftC,cog_04,69,99.7,3.37e-197,548
cds-GEDOIOEN_32710,0,1188,NZ_FOUP01000002.1.region003,JDNMFAPF_07370,mftC,cog_04,69.9,99.2,9.63e-197,547
cds-MNGIFODF_25880,0,102,NZ_JACCFJ010000001.1.region004,JDNMFAPF_07350,mftA,cog_06,93.8,55.2,5.41e-05,33.9
cds-HDEEIGHA_57570,0,102,NZ_FNVB01000002.1.region005,JDNMFAPF_07350,mftA,cog_06,93.8,55.2,5.41e-05,33.9
cds-LEBMCNIK_33560,0,102,NZ_FOME01000001.1.region002,JDNMFAPF_07350,mftA,cog_06,93.8,55.2,5.41e-05,33.9
cds-GEDOIOEN_32730,0,102,NZ_FOUP01000002.1.region003,JDNMFAPF_07350,mftA,cog_06,93.8,55.2,5.41e-05,33.9
cds-LLPKHOMA_43340,0,108,NZ_JACHIW010000001.1.region012,JDNMFAPF_07350,mftA,cog_06,93.8,55.2,5.58e-05,33.9
cds-DAABFAHA_20980,0,102,NZ_VWPH01000016.1.region001,JDNMFAPF_07350,mftA,cog_06,93.8,55.2,5.41e-05,33.9
cds-NCKBKMME_45690,0,105,NZ_RSAA01000007.1.region002,JDNMFAPF_07350,mftA,cog_06,64.3,96.6,2.72e-05,34.7
cds-FLBDJKNF_64670,0,105,NZ_JAGPXE010000009.1.region001,JDNMFAPF_07350,mftA,cog_06,93.8,55.2,5.49e-05,33.9
cds-EDIHAEFF_54450,0,102,NZ_RBXX01000002.1.region007,JDNMFAPF_07350,mftA,cog_06,93.8,55.2,5.41e-05,33.9
cds-HLMOCMJP_20770,0,105,NZ_FOZX01000004.1.region002,JDNMFAPF_07350,mftA,cog_06,58.6,100,3.86e-05,34.3
cds-EMDOHHMB_07880,0,105,NZ_VIWX01000001.1.region007,JDNMFAPF_07350,mftA,cog_06,93.8,55.2,5.49e-05,33.9
cds-HLMOCMJP_20760,0,531,NZ_FOZX01000004.1.region002,JDNMFAPF_07340,mftR,cog_13,46.1,83.3,5.61e-46,149
cds-JDNMFAPF_07340,0,-607,NC_000962.3.region003,JDNMFAPF_07340,mftR,cog_13,100,100,0,999
cds-BEKPJONA_01280,0,630,NZ_JADDUE010000010.1.region001,JDNMFAPF_07340,mftR,cog_13,45.4,93.4,9.67e-52,164
cds-NCKBKMME_45700,0,555,NZ_RSAA01000007.1.region002,JDNMFAPF_07340,mftR,cog_13,45.7,87.4,4.42e-47,152
cds-DMCKNNNH_46520,0,642,NZ_CP040605.1.region009,JDNMFAPF_07340,mftR,cog_13,44.1,94.9,3.22e-48,155
cds-FLBDJKNF_64680,0,606,NZ_JAGPXE010000009.1.region001,JDNMFAPF_07340,mftR,cog_13,46.1,89.9,3.98e-49,157
cds-GBGKCCPF_49630,0,567,NZ_GL877879.1.region006,JDNMFAPF_07340,mftR,cog_13,43.2,92.4,4.56e-45,147
cds-PKJGIIBK_08590,0,567,NZ_CP061007.1.region011,JDNMFAPF_07340,mftR,cog_13,43.2,92.4,4.56e-45,147
cds-LLPKHOMA_43330,0,576,NZ_JACHIW010000001.1.region012,JDNMFAPF_07340,mftR,cog_13,44.1,93.9,5.44e-47,152
cds-EMDOHHMB_07890,0,606,NZ_VIWX01000001.1.region007,JDNMFAPF_07340,mftR,cog_13,42.7,89.9,4.15e-46,150
cds-IECPHNMA_39070,0,567,NZ_CP031142.1.region031,JDNMFAPF_07340,mftR,cog_13,43.7,92.4,2.83e-46,150
cds-EMDOHHMB_07770,0,660,NZ_VIWX01000001.1.region007,JDNMFAPF_07390,mftE,cog_21,50.5,95.5,2.04e-59,185
cds-HLMOCMJP_20880,0,660,NZ_FOZX01000004.1.region002,JDNMFAPF_07390,mftE,cog_21,47.6,95.5,7.9e-54,171
cds-NCKBKMME_45580,0,660,NZ_RSAA01000007.1.region002,JDNMFAPF_07390,mftE,cog_21,49.1,95.5,2.24e-53,170
cds-DMCKNNNH_46660,0,741,NZ_CP040605.1.region009,JDNMFAPF_07390,mftE,cog_21,45.6,97.7,3.58e-50,162
cds-LLPKHOMA_43450,0,744,NZ_JACHIW010000001.1.region012,JDNMFAPF_07390,mftE,cog_21,45.3,95.5,2.95e-46,152
cds-JDNMFAPF_07390,0,656,NC_000962.3.region003,JDNMFAPF_07390,mftE,cog_21,100,100,0,999
cds-EDIHAEFF_54440,0,801,NZ_RBXX01000002.1.region007,JDNMFAPF_07340,mftR,cog_22,48.5,86.4,1.01e-47,156
cds-GEDOIOEN_32740,0,801,NZ_FOUP01000002.1.region003,JDNMFAPF_07340,mftR,cog_22,48.5,86.4,1.01e-47,156
cds-HDEEIGHA_57580,0,801,NZ_FNVB01000002.1.region005,JDNMFAPF_07340,mftR,cog_22,48.5,86.4,5.07e-48,157
cds-MNGIFODF_25870,0,582,NZ_JACCFJ010000001.1.region004,JDNMFAPF_07340,mftR,cog_22,47.4,87.4,2.75e-50,160
cds-DAABFAHA_20990,0,816,NZ_VWPH01000016.1.region001,JDNMFAPF_07340,mftR,cog_22,44.4,90.9,3.26e-47,155
cds-LEBMCNIK_33550,0,801,NZ_FOME01000001.1.region002,JDNMFAPF_07340,mftR,cog_22,48.5,86.4,5.07e-48,157
cds-JDNMFAPF_07350,0,80,NC_000962.3.region003,JDNMFAPF_07350,mftA,cog_59,100,100,0,999
cds-JDNMFAPF_07380,0,1181,NC_000962.3.region003,JDNMFAPF_07380,mftD,cog_60,100,100,0,999
