feat_id,start,end,seq_id,blast_hit,blast_desc,cluster_id,Identity,Coverage,E-value,Bitscore
cds-FLBDJKNF_30350,0,1020,NZ_JAGPXE010000002.1.region001,NCTC8325_00066,sbnB,cog_04,59.8,99.1,2.1e-144,410
cds-LLPKHOMA_55970,0,1020,NZ_JACHIW010000002.1.region002,NCTC8325_00066,sbnB,cog_04,58.3,99.1,1.76e-138,395
cds-LLPKHOMA_55990,0,1206,NZ_JACHIW010000002.1.region002,NCTC8325_00068,sbnD,cog_05,36,89.5,3.21e-63,207
cds-HLMOCMJP_16960,0,1224,NZ_FOZX01000003.1.region003,NCTC8325_00068,sbnD,cog_05,33.1,96.4,8e-62,203
cds-FLBDJKNF_30330,0,1227,NZ_JAGPXE010000002.1.region001,NCTC8325_00068,sbnD,cog_05,34.5,92.6,1.07e-62,206
cds-NCTC8325_00068,0,1163,BGC0000943.region001,NCTC8325_00068,sbnD,cog_05,100,100,0,999
cds-IECPHNMA_04620,0,1218,NZ_CP031142.1.region007,NCTC8325_00068,sbnD,cog_05,33.2,92.6,3.02e-56,189
cds-DMCKNNNH_53330,0,1218,NZ_CP040605.1.region017,NCTC8325_00068,sbnD,cog_05,32.7,92.6,2.44e-54,184
cds-PKJGIIBK_01420,0,1218,NZ_CP061007.1.region003,NCTC8325_00068,sbnD,cog_05,33.1,92.6,1.74e-54,184
cds-GBGKCCPF_69130,0,1218,NZ_GL877881.1.region003,NCTC8325_00068,sbnD,cog_05,33.4,92.6,1.64e-55,187
cds-OOOGHNGE_62230,0,1218,NZ_PJNB01000001.1.region028,NCTC8325_00068,sbnD,cog_05,33.4,92.6,1.64e-55,187
cds-HLMOCMJP_17000,0,1179,NZ_FOZX01000003.1.region003,NCTC8325_00072,sbnH,cog_06,48,95.3,1.6e-131,382
cds-NCTC8325_00072,0,1193,BGC0000943.region001,NCTC8325_00072,sbnH,cog_06,100,100,0,999
cds-DMCKNNNH_53370,0,1194,NZ_CP040605.1.region017,NCTC8325_00072,sbnH,cog_06,48.8,95.8,8.24e-133,385
cds-LLPKHOMA_56030,0,1194,NZ_JACHIW010000002.1.region002,NCTC8325_00072,sbnH,cog_06,48.6,95.8,6.26e-135,391
cds-PKJGIIBK_01380,0,1194,NZ_CP061007.1.region003,NCTC8325_00072,sbnH,cog_06,48.9,94,3.32e-132,384
cds-FLBDJKNF_30290,0,1179,NZ_JAGPXE010000002.1.region001,NCTC8325_00072,sbnH,cog_06,48.8,94.3,1.84e-130,379
cds-OOOGHNGE_62190,0,1194,NZ_PJNB01000001.1.region028,NCTC8325_00072,sbnH,cog_06,48.9,94,3.32e-132,384
cds-GBGKCCPF_69090,0,1194,NZ_GL877881.1.region003,NCTC8325_00072,sbnH,cog_06,48.9,94,3.32e-132,384
cds-IECPHNMA_04660,0,1194,NZ_CP031142.1.region007,NCTC8325_00072,sbnH,cog_06,49.1,95.8,2.04e-133,387
cds-DMCKNNNH_53360,0,774,NZ_CP040605.1.region017,NCTC8325_00071,sbnG,cog_07,47.4,96.1,3.7e-76,231
cds-HLMOCMJP_16990,0,774,NZ_FOZX01000003.1.region003,NCTC8325_00071,sbnG,cog_07,46.2,96.1,3.91e-73,223
cds-GBGKCCPF_69100,0,777,NZ_GL877881.1.region003,NCTC8325_00071,sbnG,cog_07,47,96.1,2.7e-76,231
cds-LLPKHOMA_56020,0,774,NZ_JACHIW010000002.1.region002,NCTC8325_00071,sbnG,cog_07,47.8,96.1,4.58e-77,233
cds-FLBDJKNF_30300,0,771,NZ_JAGPXE010000002.1.region001,NCTC8325_00071,sbnG,cog_07,45.9,98.5,4.1e-75,228
cds-OOOGHNGE_62200,0,777,NZ_PJNB01000001.1.region028,NCTC8325_00071,sbnG,cog_07,47,96.1,2.7e-76,231
cds-NCTC8325_00071,0,770,BGC0000943.region001,NCTC8325_00071,sbnG,cog_07,100,100,0,999
cds-PKJGIIBK_01390,0,777,NZ_CP061007.1.region003,NCTC8325_00071,sbnG,cog_07,47,96.1,2.7e-76,231
cds-IECPHNMA_04650,0,774,NZ_CP031142.1.region007,NCTC8325_00071,sbnG,cog_07,47.4,96.1,3.7e-76,231
