,arts_id,genome_id,bgc_id,bgc_type,profile,start,stop,hits_type,description,function
105,5384,GCF_016859185.1,NZ_CP069353.1.region035,"PKS-like,T1PKS",TIGR00630,6041284,6044146,Core,uvra: excinuclease ABC subunit A,DNA metabolism
106,5364,GCF_016859185.1,NZ_CP069353.1.region035,"PKS-like,T1PKS",TIGR01131,6015420,6016203,Core,"ATP_synt_6_or_A: ATP synthase F0, A subunit",Energy metabolism
107,5557,GCF_016859185.1,NZ_CP069353.1.region036,T1PKS,TIGR00018,6332629,6334804,Core,panC: pantoate--beta-alanine ligase,"Biosynthesis of cofactors, prosthetic groups, and carriers"
108,5560,GCF_016859185.1,NZ_CP069353.1.region036,T1PKS,PF00364.17,6336969,6338235,ResModel,Biotin_lipoyl: Biotin-requiring enzyme,ResModel
109,5966,GCF_016859185.1,NZ_CP069353.1.region038,arylpolyene,TIGR00715,6769944,6770718,Core,precor6x_red: precorrin-6x reductase,"Biosynthesis of cofactors, prosthetic groups, and carriers"
110,5953,GCF_016859185.1,NZ_CP069353.1.region038,arylpolyene,TIGR00409,6755737,6757483,Core,proS_fam_II: proline--tRNA ligase,Protein synthesis
111,5944,GCF_016859185.1,NZ_CP069353.1.region038,arylpolyene,TIGR01953,6747511,6748570,Core,NusA: transcription termination factor NusA,Transcription
112,5943,GCF_016859185.1,NZ_CP069353.1.region038,arylpolyene,TIGR00487,6743885,6746969,Core,IF-2: translation initiation factor IF-2,Protein synthesis
113,5978,GCF_016859185.1,NZ_CP069353.1.region038,arylpolyene,TIGR00379,6786795,6788205,Core,"cobB: cobyrinic acid a,c-diamide synthase","Biosynthesis of cofactors, prosthetic groups, and carriers"
114,7,GCF_018141105.1,NZ_CP054839.1.region001,"hglE-KS,PUFA,T1PKS",TIGR01059,7944,9918,Core,"gyrB: DNA gyrase, B subunit",DNA metabolism
115,8,GCF_018141105.1,NZ_CP054839.1.region001,"hglE-KS,PUFA,T1PKS",TIGR01063,10073,12569,Core,"gyrA: DNA gyrase, A subunit",DNA metabolism
116,7,GCF_018141105.1,NZ_CP054839.1.region001,"hglE-KS,PUFA,T1PKS",PF00204.20,7944,9918,ResModel,DNA_gyraseB: DNA gyrase B,ResModel
117,26,GCF_018141105.1,NZ_CP054839.1.region001,"hglE-KS,PUFA,T1PKS",PF00364.17,46499,47009,ResModel,Biotin_lipoyl: Biotin-requiring enzyme,ResModel
118,8,GCF_018141105.1,NZ_CP054839.1.region001,"hglE-KS,PUFA,T1PKS",PF00521.15,10073,12569,ResModel,"DNA_topoisoIV: DNA gyrase/topoisomerase IV, subunit A",ResModel
119,25,GCF_018141105.1,NZ_CP054839.1.region001,"hglE-KS,PUFA,T1PKS",PF03255.9,44796,46503,ResModel,ACCA: Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit,ResModel
120,773,GCF_018141105.1,NZ_CP054839.1.region003,T1PKS,RF0067,842586,843855,ResModel,Erm23S_rRNA_methyltrans: Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560],ResModel
121,1229,GCF_018141105.1,NZ_CP054839.1.region004,T3PKS,TIGR03356,1332544,1333828,Core,BGL: beta-galactosidase,Unclassified
122,1295,GCF_018141105.1,NZ_CP054839.1.region005,NRPS,TIGR03954,1412559,1412949,Core,integ_memb_HG: integral membrane protein,Unknown function
123,1706,GCF_018141105.1,NZ_CP054839.1.region007,lassopeptide,TIGR00077,1858866,1859583,Core,lspA: signal peptidase II,Protein fate
124,1710,GCF_018141105.1,NZ_CP054839.1.region007,lassopeptide,TIGR00392,1861960,1865113,Core,ileS: isoleucine--tRNA ligase,Protein synthesis
125,2697,GCF_018141105.1,NZ_CP054839.1.region009,terpene,TIGR01994,2893863,2894322,Core,"SUF_scaf_2: SUF system FeS assembly protein, NifU family","Biosynthesis of cofactors, prosthetic groups, and carriers"
126,2699,GCF_018141105.1,NZ_CP054839.1.region009,terpene,TIGR01430,2894904,2895966,Core,aden_deam: adenosine deaminase,Unclassified
127,2822,GCF_018141105.1,NZ_CP054839.1.region010,redox-cofactor,PF00364.17,3023900,3025682,ResModel,Biotin_lipoyl: Biotin-requiring enzyme,ResModel
128,2893,GCF_018141105.1,NZ_CP054839.1.region011,"T1PKS,PKS-like",TIGR01356,3099727,3101047,Core,aroA: 3-phosphoshikimate 1-carboxyvinyltransferase,Amino acid biosynthesis
129,3505,GCF_018141105.1,NZ_CP054839.1.region017,NRPS,RF0053,3861054,3861957,ResModel,ClassA: Class A beta-lactamase [ARO:3000078],ResModel
130,3496,GCF_018141105.1,NZ_CP054839.1.region017,NRPS,PF00185.19,3818938,3819892,ResModel,"OTCace: Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain",ResModel
131,3545,GCF_018141105.1,NZ_CP054839.1.region018,lanthipeptide-class-iii,PF01039.17,3905175,3910659,ResModel,Carboxyl_trans: Carboxyl transferase domain,ResModel
132,4225,GCF_018141105.1,NZ_CP054839.1.region023,terpene,TIGR02159,4699474,4699993,Core,"PA_CoA_Oxy4: phenylacetate-CoA oxygenase, PaaJ subunit",Energy metabolism
133,4226,GCF_018141105.1,NZ_CP054839.1.region023,terpene,TIGR02158,4699986,4700877,Core,"PA_CoA_Oxy3: phenylacetate-CoA oxygenase, PaaI subunit",Energy metabolism
134,4227,GCF_018141105.1,NZ_CP054839.1.region023,terpene,TIGR02157,4700947,4701253,Core,"PA_CoA_Oxy2: phenylacetate-CoA oxygenase, PaaH subunit",Energy metabolism
135,4228,GCF_018141105.1,NZ_CP054839.1.region023,terpene,TIGR02156,4701245,4702211,Core,"PA_CoA_Oxy1: phenylacetate-CoA oxygenase, PaaG subunit",Energy metabolism
136,4569,GCF_018141105.1,NZ_CP054839.1.region025,NAPAA,TIGR00057,5062218,5062839,Core,"TIGR00057: tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family",Protein synthesis
137,4560,GCF_018141105.1,NZ_CP054839.1.region025,NAPAA,TIGR01430,5048949,5050083,Core,aden_deam: adenosine deaminase,Unclassified
138,4731,GCF_018141105.1,NZ_CP054839.1.region027,"betalactone,NRPS,NAPAA",RF0124,5263479,5264442,ResModel,SubclassB2: Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570],ResModel
139,4941,GCF_018141105.1,NZ_CP054839.1.region029,"T1PKS,NRPS-like",TIGR01915,5525277,5525943,Core,npdG: NADPH-dependent F420 reductase,Energy metabolism
140,5560,GCF_018141105.1,NZ_CP054839.1.region033,"CDPS,redox-cofactor",TIGR00730,6207410,6208013,Core,TIGR00730: TIGR00730 family protein,Hypothetical proteins
141,5614,GCF_018141105.1,NZ_CP054839.1.region034,terpene,PF00364.17,6265823,6267071,ResModel,Biotin_lipoyl: Biotin-requiring enzyme,ResModel
142,5994,GCF_018141105.1,NZ_CP054839.1.region035,arylpolyene,TIGR00715,6694530,6695307,Core,precor6x_red: precorrin-6x reductase,"Biosynthesis of cofactors, prosthetic groups, and carriers"
143,5981,GCF_018141105.1,NZ_CP054839.1.region035,arylpolyene,TIGR00409,6680230,6681976,Core,proS_fam_II: proline--tRNA ligase,Protein synthesis
144,5970,GCF_018141105.1,NZ_CP054839.1.region035,arylpolyene,TIGR01953,6671352,6672411,Core,NusA: transcription termination factor NusA,Transcription
145,6006,GCF_018141105.1,NZ_CP054839.1.region035,arylpolyene,TIGR00379,6711194,6712604,Core,"cobB: cobyrinic acid a,c-diamide synthase","Biosynthesis of cofactors, prosthetic groups, and carriers"
146,7295,GCF_018141105.1,NZ_CP054839.1.region036,ectoine,TIGR00494,8075172,8075556,Core,crcB: protein CrcB,Unknown function
147,31,GCF_022392385.1,NZ_JABNNH010000001.1.region001,NRPS,TIGR03954,39242,39632,Core,integ_memb_HG: integral membrane protein,Unknown function
