seq_id,seq_id2,locus_tag,locus_tag2,identity,similarity,start,end,start2,end2
BGC0000148.region001,NZ_CP040605.1.region011,AAG23268.1,DMCKNNNH_49080,0.87,0.89,19713.0,18540.0,16788.0,15711.0
BGC0000148.region001,NZ_CP040605.1.region011,AAG23267.1,DMCKNNNH_49090,0.89,0.90,20167.0,20995.0,17378.0,18164.0
BGC0000148.region001,NZ_CP040605.1.region011,AAG23265.1,DMCKNNNH_49110,0.91,0.94,28915.0,35374.0,31346.0,37805.0
BGC0000148.region001,NZ_CP040605.1.region011,AAG23266.1,DMCKNNNH_49120,0.93,0.95,35418.0,44931.0,37849.0,47356.0
BGC0000148.region001,NZ_CP040605.1.region011,AAG23263.1,DMCKNNNH_49130,0.92,0.95,44965.0,59752.0,47403.0,62175.0
BGC0000148.region001,NZ_CP040605.1.region011,AAG23262.1,DMCKNNNH_49150,0.9,0.93,59802.0,76569.0,62226.0,78924.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23282.1,PKJGIIBK_03450,1.0,1.00,1971.0,1134.0,89657.0,90494.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23282.1,PKJGIIBK_03780,1.0,1.00,1971.0,1134.0,127662.0,128499.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23281.1,PKJGIIBK_03440,1.0,1.00,2023.0,2791.0,89605.0,88837.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23281.1,PKJGIIBK_03770,1.0,1.00,2023.0,2791.0,127610.0,126842.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23280.1,PKJGIIBK_03420,0.99,0.99,4165.0,3415.0,87472.0,88213.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23280.1,PKJGIIBK_03750,0.99,0.99,4165.0,3415.0,125477.0,126218.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23279.1,PKJGIIBK_03410,1.0,1.00,5325.0,4167.0,86303.0,87461.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23279.1,PKJGIIBK_03740,1.0,1.00,5325.0,4167.0,124308.0,125466.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23278.1,PKJGIIBK_03400,0.94,0.94,6751.0,5362.0,84961.0,86266.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23278.1,PKJGIIBK_03730,0.94,0.94,6751.0,5362.0,122966.0,124271.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23277.1,PKJGIIBK_03390,0.96,0.96,7082.0,8450.0,84498.0,83178.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23277.1,PKJGIIBK_03720,0.96,0.96,7082.0,8450.0,122503.0,121183.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23276.1,PKJGIIBK_03370,1.0,1.00,8966.0,10427.0,82663.0,81202.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23276.1,PKJGIIBK_03700,1.0,1.00,8966.0,10427.0,120667.0,119206.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23275.1,PKJGIIBK_03360,0.99,0.99,10435.0,11434.0,81206.0,80195.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23275.1,PKJGIIBK_03690,0.99,0.99,10435.0,11434.0,119210.0,118199.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23274.1,PKJGIIBK_03350,0.82,0.82,12492.0,11529.0,78933.0,80100.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23274.1,PKJGIIBK_03680,0.82,0.82,12492.0,11529.0,116937.0,118104.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23273.1,PKJGIIBK_03340,0.95,0.95,13547.0,12695.0,78034.0,78934.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23273.1,PKJGIIBK_03670,0.95,0.95,13547.0,12695.0,116038.0,116938.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23272.1,PKJGIIBK_03320,0.73,0.73,14785.0,13591.0,76845.0,77733.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23272.1,PKJGIIBK_03660,1.0,1.00,14785.0,13591.0,114848.0,116042.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23271.1,PKJGIIBK_03650,0.97,0.97,16418.0,14798.0,113266.0,114835.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23270.1,PKJGIIBK_03640,0.99,0.99,16555.0,17743.0,113078.0,111890.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23269.1,PKJGIIBK_03630,1.0,1.00,18501.0,17748.0,111132.0,111885.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23268.1,PKJGIIBK_03620,1.0,1.00,19713.0,18540.0,109920.0,111093.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23267.1,PKJGIIBK_03260,0.95,0.95,20167.0,20995.0,72264.0,71478.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23267.1,PKJGIIBK_03610,0.95,0.95,20167.0,20995.0,109424.0,108638.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23264.1,PKJGIIBK_03600,0.75,0.75,21110.0,28898.0,108523.0,102658.0
BGC0000148.region001,NZ_CP061007.1.region006,AAG23284.1,PKJGIIBK_03070,1.0,1.00,76931.0,77528.0,15558.0,14961.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23282.1,GBGKCCPF_45540,1.0,1.00,1971.0,1134.0,141826.0,142663.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23281.1,GBGKCCPF_45530,1.0,1.00,2023.0,2791.0,141774.0,141006.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23280.1,GBGKCCPF_45510,0.99,0.99,4165.0,3415.0,139641.0,140382.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23279.1,GBGKCCPF_45500,1.0,1.00,5325.0,4167.0,138472.0,139630.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23278.1,GBGKCCPF_45490,0.94,0.94,6751.0,5362.0,137130.0,138435.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23277.1,GBGKCCPF_45480,0.96,0.96,7082.0,8450.0,136667.0,135347.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23276.1,GBGKCCPF_45460,1.0,1.00,8966.0,10427.0,134831.0,133370.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23275.1,GBGKCCPF_45450,0.99,0.99,10435.0,11434.0,133374.0,132363.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23274.1,GBGKCCPF_45440,0.82,0.82,12492.0,11529.0,131101.0,132268.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23273.1,GBGKCCPF_45430,0.95,0.95,13547.0,12695.0,130202.0,131102.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23272.1,GBGKCCPF_45420,1.0,1.00,14785.0,13591.0,129012.0,130206.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23271.1,GBGKCCPF_45410,0.97,0.97,16418.0,14798.0,127430.0,128999.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23270.1,GBGKCCPF_45400,0.99,0.99,16555.0,17743.0,127242.0,126054.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23269.1,GBGKCCPF_45390,1.0,1.00,18501.0,17748.0,125296.0,126049.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23268.1,GBGKCCPF_45380,1.0,1.00,19713.0,18540.0,124084.0,125257.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23267.1,GBGKCCPF_45370,0.95,0.95,20167.0,20995.0,123588.0,122802.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23264.1,GBGKCCPF_45360,1.0,1.00,21110.0,28898.0,122687.0,114899.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23284.1,GBGKCCPF_45240,0.99,0.99,76931.0,77528.0,67208.0,66611.0
BGC0000148.region001,NZ_GL877879.1.region004,AAG23283.1,GBGKCCPF_45230,0.98,0.98,79984.0,77728.0,64200.0,66411.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23282.1,OOOGHNGE_64110,1.0,1.00,1971.0,1134.0,94598.0,95435.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23281.1,OOOGHNGE_64100,1.0,1.00,2023.0,2791.0,94546.0,93778.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23280.1,OOOGHNGE_64080,0.99,0.99,4165.0,3415.0,92413.0,93154.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23279.1,OOOGHNGE_64070,1.0,1.00,5325.0,4167.0,91244.0,92402.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23278.1,OOOGHNGE_64060,0.94,0.94,6751.0,5362.0,89902.0,91207.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23277.1,OOOGHNGE_64050,0.96,0.96,7082.0,8450.0,89439.0,88119.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23276.1,OOOGHNGE_64030,1.0,1.00,8966.0,10427.0,87603.0,86142.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23275.1,OOOGHNGE_64020,0.99,0.99,10435.0,11434.0,86146.0,85135.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23274.1,OOOGHNGE_64010,0.82,0.82,12492.0,11529.0,83873.0,85040.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23273.1,OOOGHNGE_64000,0.95,0.95,13547.0,12695.0,82974.0,83874.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23272.1,OOOGHNGE_63990,1.0,1.00,14785.0,13591.0,81784.0,82978.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23271.1,OOOGHNGE_63980,0.97,0.97,16418.0,14798.0,80202.0,81771.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23270.1,OOOGHNGE_63970,0.99,0.99,16555.0,17743.0,80014.0,78826.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23269.1,OOOGHNGE_63960,1.0,1.00,18501.0,17748.0,78068.0,78821.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23268.1,OOOGHNGE_63950,1.0,1.00,19713.0,18540.0,76856.0,78029.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23267.1,OOOGHNGE_63940,0.95,0.95,20167.0,20995.0,76360.0,75574.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23264.1,OOOGHNGE_63930,1.0,1.00,21110.0,28898.0,75459.0,67671.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23265.1,OOOGHNGE_63920,1.0,1.00,28915.0,35374.0,67648.0,61195.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23266.1,OOOGHNGE_63910,1.0,1.00,35418.0,44931.0,61151.0,51638.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23263.1,OOOGHNGE_63890,1.0,1.00,44965.0,59752.0,51592.0,36817.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23262.1,OOOGHNGE_63880,1.0,1.00,59802.0,76569.0,36767.0,20000.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23284.1,OOOGHNGE_63870,1.0,1.00,76931.0,77528.0,19638.0,19041.0
BGC0000148.region001,NZ_PJNB01000001.1.region031,AAG23283.1,OOOGHNGE_63860,0.98,0.98,79984.0,77728.0,16630.0,18841.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33430,DMCKNNNH_49150,0.93,0.96,84162.0,67467.0,62226.0,78924.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33460,DMCKNNNH_49120,0.97,0.98,108559.0,99055.0,37849.0,47356.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33470,DMCKNNNH_49110,0.93,0.95,115053.0,108603.0,31346.0,37805.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33480,DMCKNNNH_49100,0.9,0.94,128111.0,115076.0,18279.0,31323.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33490,DMCKNNNH_49090,0.96,0.98,129007.0,128221.0,17378.0,18164.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33500,DMCKNNNH_49080,0.83,0.84,129460.0,130672.0,16788.0,15711.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33510,DMCKNNNH_49070,0.98,1.00,130711.0,131464.0,15672.0,14919.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33520,DMCKNNNH_49060,0.98,0.99,132657.0,131469.0,13726.0,14914.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33530,DMCKNNNH_49050,0.97,0.98,132845.0,134414.0,13538.0,11969.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33540,DMCKNNNH_49040,0.98,0.99,134427.0,135621.0,11956.0,10762.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33550,DMCKNNNH_49030,0.95,0.97,135617.0,136517.0,10766.0,9866.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33560,DMCKNNNH_49020,0.93,0.96,136516.0,137683.0,9867.0,8709.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33570,DMCKNNNH_49010,0.93,0.96,138789.0,137778.0,7676.0,8687.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33580,DMCKNNNH_49000,0.95,0.96,140246.0,138785.0,6219.0,7680.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33600,DMCKNNNH_48980,0.9,0.92,142288.0,140974.0,3751.0,5041.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33620,DMCKNNNH_48970,0.87,0.88,142776.0,144081.0,3113.0,1940.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33630,DMCKNNNH_48960,0.95,0.97,144118.0,145255.0,1910.0,752.0
NZ_CP031142.1.region026,NZ_CP040605.1.region011,IECPHNMA_33640,DMCKNNNH_48950,0.97,0.98,145287.0,146028.0,750.0,0.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33440,PKJGIIBK_03110,0.85,0.87,89493.0,84213.0,38576.0,32735.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33490,PKJGIIBK_03260,0.92,0.94,129007.0,128221.0,72264.0,71478.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33490,PKJGIIBK_03610,0.92,0.94,129007.0,128221.0,109424.0,108638.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33500,PKJGIIBK_03620,0.91,0.92,129460.0,130672.0,109920.0,111093.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33510,PKJGIIBK_03630,0.97,0.98,130711.0,131464.0,111132.0,111885.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33520,PKJGIIBK_03640,0.95,0.96,132657.0,131469.0,113078.0,111890.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33530,PKJGIIBK_03650,0.94,0.96,132845.0,134414.0,113266.0,114835.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33540,PKJGIIBK_03320,0.7,0.71,134427.0,135621.0,76845.0,77733.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33540,PKJGIIBK_03660,0.96,0.97,134427.0,135621.0,114848.0,116042.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33550,PKJGIIBK_03340,0.93,0.95,135617.0,136517.0,78034.0,78934.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33550,PKJGIIBK_03670,0.93,0.95,135617.0,136517.0,116038.0,116938.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33560,PKJGIIBK_03350,0.95,0.97,136516.0,137683.0,78933.0,80100.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33560,PKJGIIBK_03680,0.95,0.97,136516.0,137683.0,116937.0,118104.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33570,PKJGIIBK_03360,0.96,0.97,138789.0,137778.0,81206.0,80195.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33570,PKJGIIBK_03690,0.96,0.97,138789.0,137778.0,119210.0,118199.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33580,PKJGIIBK_03370,0.94,0.95,140246.0,138785.0,82663.0,81202.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33580,PKJGIIBK_03700,0.94,0.95,140246.0,138785.0,120667.0,119206.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33600,PKJGIIBK_03390,0.91,0.92,142288.0,140974.0,84498.0,83178.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33600,PKJGIIBK_03720,0.91,0.92,142288.0,140974.0,122503.0,121183.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33620,PKJGIIBK_03400,0.96,0.97,142776.0,144081.0,84961.0,86266.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33620,PKJGIIBK_03730,0.96,0.97,142776.0,144081.0,122966.0,124271.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33630,PKJGIIBK_03410,0.92,0.95,144118.0,145255.0,86303.0,87461.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33630,PKJGIIBK_03740,0.92,0.95,144118.0,145255.0,124308.0,125466.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33640,PKJGIIBK_03420,0.93,0.96,145287.0,146028.0,87472.0,88213.0
NZ_CP031142.1.region026,NZ_CP061007.1.region006,IECPHNMA_33640,PKJGIIBK_03750,0.93,0.96,145287.0,146028.0,125477.0,126218.0
NZ_CP031142.1.region026,NZ_GL877879.1.region004,IECPHNMA_33490,GBGKCCPF_45370,0.92,0.94,129007.0,128221.0,123588.0,122802.0
NZ_CP031142.1.region026,NZ_GL877879.1.region004,IECPHNMA_33500,GBGKCCPF_45380,0.91,0.92,129460.0,130672.0,124084.0,125257.0
NZ_CP031142.1.region026,NZ_GL877879.1.region004,IECPHNMA_33510,GBGKCCPF_45390,0.97,0.98,130711.0,131464.0,125296.0,126049.0
NZ_CP031142.1.region026,NZ_GL877879.1.region004,IECPHNMA_33520,GBGKCCPF_45400,0.95,0.96,132657.0,131469.0,127242.0,126054.0
NZ_CP031142.1.region026,NZ_GL877879.1.region004,IECPHNMA_33530,GBGKCCPF_45410,0.94,0.96,132845.0,134414.0,127430.0,128999.0
NZ_CP031142.1.region026,NZ_GL877879.1.region004,IECPHNMA_33540,GBGKCCPF_45420,0.96,0.97,134427.0,135621.0,129012.0,130206.0
NZ_CP031142.1.region026,NZ_GL877879.1.region004,IECPHNMA_33550,GBGKCCPF_45430,0.93,0.95,135617.0,136517.0,130202.0,131102.0
NZ_CP031142.1.region026,NZ_GL877879.1.region004,IECPHNMA_33560,GBGKCCPF_45440,0.95,0.97,136516.0,137683.0,131101.0,132268.0
NZ_CP031142.1.region026,NZ_GL877879.1.region004,IECPHNMA_33570,GBGKCCPF_45450,0.96,0.97,138789.0,137778.0,133374.0,132363.0
NZ_CP031142.1.region026,NZ_GL877879.1.region004,IECPHNMA_33580,GBGKCCPF_45460,0.95,0.96,140246.0,138785.0,134831.0,133370.0
NZ_CP031142.1.region026,NZ_GL877879.1.region004,IECPHNMA_33600,GBGKCCPF_45480,0.91,0.92,142288.0,140974.0,136667.0,135347.0
NZ_CP031142.1.region026,NZ_GL877879.1.region004,IECPHNMA_33620,GBGKCCPF_45490,0.96,0.97,142776.0,144081.0,137130.0,138435.0
NZ_CP031142.1.region026,NZ_GL877879.1.region004,IECPHNMA_33630,GBGKCCPF_45500,0.92,0.95,144118.0,145255.0,138472.0,139630.0
NZ_CP031142.1.region026,NZ_GL877879.1.region004,IECPHNMA_33640,GBGKCCPF_45510,0.93,0.96,145287.0,146028.0,139641.0,140382.0
NZ_CP031142.1.region026,NZ_PJNB01000001.1.region031,IECPHNMA_33430,OOOGHNGE_63880,0.91,0.94,84162.0,67467.0,36767.0,20000.0
NZ_CP031142.1.region026,NZ_PJNB01000001.1.region031,IECPHNMA_33460,OOOGHNGE_63910,0.94,0.96,108559.0,99055.0,61151.0,51638.0
NZ_CP031142.1.region026,NZ_PJNB01000001.1.region031,IECPHNMA_33470,OOOGHNGE_63920,0.93,0.95,115053.0,108603.0,67648.0,61195.0
NZ_CP031142.1.region026,NZ_PJNB01000001.1.region031,IECPHNMA_33490,OOOGHNGE_63940,0.92,0.94,129007.0,128221.0,76360.0,75574.0
NZ_CP031142.1.region026,NZ_PJNB01000001.1.region031,IECPHNMA_33500,OOOGHNGE_63950,0.91,0.92,129460.0,130672.0,76856.0,78029.0
NZ_CP031142.1.region026,NZ_PJNB01000001.1.region031,IECPHNMA_33510,OOOGHNGE_63960,0.97,0.98,130711.0,131464.0,78068.0,78821.0
NZ_CP031142.1.region026,NZ_PJNB01000001.1.region031,IECPHNMA_33520,OOOGHNGE_63970,0.95,0.96,132657.0,131469.0,80014.0,78826.0
NZ_CP031142.1.region026,NZ_PJNB01000001.1.region031,IECPHNMA_33530,OOOGHNGE_63980,0.94,0.96,132845.0,134414.0,80202.0,81771.0
NZ_CP031142.1.region026,NZ_PJNB01000001.1.region031,IECPHNMA_33540,OOOGHNGE_63990,0.96,0.97,134427.0,135621.0,81784.0,82978.0
NZ_CP031142.1.region026,NZ_PJNB01000001.1.region031,IECPHNMA_33550,OOOGHNGE_64000,0.93,0.95,135617.0,136517.0,82974.0,83874.0
NZ_CP031142.1.region026,NZ_PJNB01000001.1.region031,IECPHNMA_33560,OOOGHNGE_64010,0.95,0.97,136516.0,137683.0,83873.0,85040.0
NZ_CP031142.1.region026,NZ_PJNB01000001.1.region031,IECPHNMA_33570,OOOGHNGE_64020,0.96,0.97,138789.0,137778.0,86146.0,85135.0
NZ_CP031142.1.region026,NZ_PJNB01000001.1.region031,IECPHNMA_33580,OOOGHNGE_64030,0.95,0.96,140246.0,138785.0,87603.0,86142.0
NZ_CP031142.1.region026,NZ_PJNB01000001.1.region031,IECPHNMA_33600,OOOGHNGE_64050,0.91,0.92,142288.0,140974.0,89439.0,88119.0
NZ_CP031142.1.region026,NZ_PJNB01000001.1.region031,IECPHNMA_33620,OOOGHNGE_64060,0.96,0.97,142776.0,144081.0,89902.0,91207.0
NZ_CP031142.1.region026,NZ_PJNB01000001.1.region031,IECPHNMA_33630,OOOGHNGE_64070,0.92,0.95,144118.0,145255.0,91244.0,92402.0
NZ_CP031142.1.region026,NZ_PJNB01000001.1.region031,IECPHNMA_33640,OOOGHNGE_64080,0.93,0.96,145287.0,146028.0,92413.0,93154.0
NZ_CP040605.1.region011,NZ_CP061007.1.region006,DMCKNNNH_48950,PKJGIIBK_03420,0.93,0.95,750.0,0.0,87472.0,88213.0
