seq_id,seq_id2,locus_tag,locus_tag2,identity,similarity,start,end,start2,end2
BGC0000513.region001,NZ_JABNNH010000001.1.region020,CAM03499.1,MNMGINNK_29440,1.0,1.00,0.0,2535.0,10000.0,12535.0
BGC0000513.region001,NZ_JABNNH010000001.1.region020,CAM03500.1,MNMGINNK_29450,1.0,1.00,2602.0,2743.0,12602.0,12743.0
BGC0000513.region001,NZ_JABNNH010000001.1.region020,CAM03501.1,MNMGINNK_29460,1.0,1.00,2838.0,4497.0,12838.0,14497.0
BGC0000513.region001,NZ_JABNNH010000001.1.region020,CAM03502.1,MNMGINNK_29470,1.0,1.00,4493.0,6203.0,14493.0,16203.0
BGC0000513.region001,NZ_JACHIV010000001.1.region022,CAM03499.1,JNMMHGMF_48690,0.71,0.79,0.0,2535.0,12562.0,10000.0
BGC0000513.region001,NZ_JACHIV010000001.1.region022,CAM03500.1,JNMMHGMF_48680,0.67,0.79,2602.0,2743.0,9913.0,9766.0
BGC0000513.region001,NZ_JACHIV010000001.1.region022,CAM03501.1,JNMMHGMF_48670,0.64,0.76,2838.0,4497.0,9303.0,7638.0
BGC0000513.region001,NZ_JACHIV010000001.1.region022,CAM03502.1,JNMMHGMF_48660,0.68,0.80,4493.0,6203.0,7645.0,5938.0
BGC0000513.region001,NZ_JACHIW010000001.1.region016,CAM03499.1,LLPKHOMA_52070,0.79,0.85,0.0,2535.0,17679.0,20253.0
BGC0000513.region001,NZ_JACHIW010000001.1.region016,CAM03500.1,LLPKHOMA_52080,0.8,0.85,2602.0,2743.0,20379.0,20520.0
BGC0000513.region001,NZ_JACHIW010000001.1.region016,CAM03501.1,LLPKHOMA_52090,0.73,0.84,2838.0,4497.0,20613.0,22272.0
BGC0000513.region001,NZ_JACHIW010000001.1.region016,CAM03502.1,LLPKHOMA_52100,0.73,0.83,4493.0,6203.0,22268.0,24017.0
BGC0000513.region001,NZ_PDBV01000001.1.region023,CAM03499.1,IHGEIAOG_46140,1.0,1.00,0.0,2535.0,10000.0,12535.0
BGC0000513.region001,NZ_PDBV01000001.1.region023,CAM03500.1,IHGEIAOG_46150,1.0,1.00,2602.0,2743.0,12602.0,12743.0
BGC0000513.region001,NZ_PDBV01000001.1.region023,CAM03501.1,IHGEIAOG_46160,1.0,1.00,2838.0,4497.0,12838.0,14497.0
BGC0000513.region001,NZ_PDBV01000001.1.region023,CAM03502.1,IHGEIAOG_46170,1.0,1.00,4493.0,6203.0,14493.0,16203.0
BGC0000513.region001,NZ_PJNB01000001.1.region023,CAM03499.1,OOOGHNGE_59870,0.8,0.86,0.0,2535.0,26937.0,29475.0
BGC0000513.region001,NZ_PJNB01000001.1.region023,CAM03500.1,OOOGHNGE_59880,0.76,0.78,2602.0,2743.0,29543.0,29684.0
BGC0000513.region001,NZ_PJNB01000001.1.region023,CAM03501.1,OOOGHNGE_59890,0.7,0.82,2838.0,4497.0,29776.0,31438.0
BGC0000513.region001,NZ_PJNB01000001.1.region023,CAM03502.1,OOOGHNGE_59900,0.73,0.83,4493.0,6203.0,31434.0,33180.0
NC_009142.1.region024,NZ_CP031142.1.region003,MJIAAPGN_42350,IECPHNMA_01500,0.8,0.87,10000.0,12535.0,12535.0,10000.0
NC_009142.1.region024,NZ_CP031142.1.region003,MJIAAPGN_42360,IECPHNMA_01490,0.72,0.83,12602.0,12743.0,9933.0,9792.0
NC_009142.1.region024,NZ_CP031142.1.region003,MJIAAPGN_42370,IECPHNMA_01480,0.7,0.82,12838.0,14497.0,9700.0,8041.0
NC_009142.1.region024,NZ_CP031142.1.region003,MJIAAPGN_42380,IECPHNMA_01470,0.73,0.83,14493.0,16203.0,8045.0,6308.0
NC_009142.1.region024,NZ_CP040605.1.region032,MJIAAPGN_42350,DMCKNNNH_75120,0.8,0.87,10000.0,12535.0,19925.0,22460.0
NC_009142.1.region024,NZ_CP040605.1.region032,MJIAAPGN_42360,DMCKNNNH_75130,0.72,0.83,12602.0,12743.0,22527.0,22668.0
NC_009142.1.region024,NZ_CP040605.1.region032,MJIAAPGN_42370,DMCKNNNH_75140,0.7,0.82,12838.0,14497.0,22760.0,24419.0
NC_009142.1.region024,NZ_CP040605.1.region032,MJIAAPGN_42380,DMCKNNNH_75150,0.73,0.83,14493.0,16203.0,24415.0,26161.0
NC_009142.1.region024,NZ_CP054839.1.region018,MJIAAPGN_42310,NFDOCLAH_36010,0.86,0.89,4832.0,6173.0,21836.0,20429.0
NC_009142.1.region024,NZ_CP054839.1.region018,MJIAAPGN_42320,NFDOCLAH_36000,0.96,0.98,6452.0,7463.0,20143.0,19132.0
NC_009142.1.region024,NZ_CP054839.1.region018,MJIAAPGN_42330,NFDOCLAH_35990,0.88,0.92,7459.0,8497.0,19136.0,18089.0
NC_009142.1.region024,NZ_CP054839.1.region018,MJIAAPGN_42340,NFDOCLAH_35940,0.6,0.60,9361.0,9127.0,13029.0,13404.0
NC_009142.1.region024,NZ_CP054839.1.region018,MJIAAPGN_42350,NFDOCLAH_35930,0.96,0.97,10000.0,12535.0,12535.0,10000.0
NC_009142.1.region024,NZ_CP054839.1.region018,MJIAAPGN_42360,NFDOCLAH_35920,0.91,0.91,12602.0,12743.0,9932.0,9788.0
NC_009142.1.region024,NZ_CP054839.1.region018,MJIAAPGN_42370,NFDOCLAH_35910,0.95,0.97,12838.0,14497.0,9693.0,8034.0
NC_009142.1.region024,NZ_CP054839.1.region018,MJIAAPGN_42380,NFDOCLAH_35900,0.94,0.96,14493.0,16203.0,8038.0,6328.0
NC_009142.1.region024,NZ_CP054839.1.region018,MJIAAPGN_42390,NFDOCLAH_35890,0.84,0.86,17998.0,16228.0,4715.0,6305.0
NC_009142.1.region024,NZ_CP054839.1.region018,MJIAAPGN_42400,NFDOCLAH_35880,0.93,0.94,18153.0,18417.0,4381.0,4117.0
NC_009142.1.region024,NZ_CP054839.1.region018,MJIAAPGN_42410,NFDOCLAH_35870,0.95,0.98,19449.0,18519.0,3080.0,4010.0
NC_009142.1.region024,NZ_CP059556.1.region003,MJIAAPGN_42350,AHDHMJBP_08620,0.69,0.78,10000.0,12535.0,20091.0,22632.0
NC_009142.1.region024,NZ_CP059556.1.region003,MJIAAPGN_42360,AHDHMJBP_08630,0.7,0.77,12602.0,12743.0,22755.0,22893.0
NC_009142.1.region024,NZ_CP059556.1.region003,MJIAAPGN_42370,AHDHMJBP_08640,0.62,0.76,12838.0,14497.0,23262.0,24918.0
NC_009142.1.region024,NZ_CP059556.1.region003,MJIAAPGN_42380,AHDHMJBP_08650,0.67,0.79,14493.0,16203.0,24911.0,26630.0
NC_009142.1.region024,NZ_CP059557.1.region002,MJIAAPGN_42350,DPJDDACK_08080,0.7,0.78,10000.0,12535.0,20735.0,23273.0
NC_009142.1.region024,NZ_CP059557.1.region002,MJIAAPGN_42360,DPJDDACK_08090,0.59,0.71,12602.0,12743.0,23349.0,23505.0
NC_009142.1.region024,NZ_CP059557.1.region002,MJIAAPGN_42370,DPJDDACK_08100,0.58,0.69,12838.0,14497.0,24046.0,25537.0
NC_009142.1.region024,NZ_CP059557.1.region002,MJIAAPGN_42380,DPJDDACK_08110,0.57,0.67,14493.0,16203.0,25533.0,27588.0
NC_009142.1.region024,NZ_CP061007.1.region035,MJIAAPGN_42350,PKJGIIBK_80300,0.8,0.86,10000.0,12535.0,27694.0,30232.0
NC_009142.1.region024,NZ_CP061007.1.region035,MJIAAPGN_42360,PKJGIIBK_80310,0.76,0.78,12602.0,12743.0,30300.0,30441.0
NC_009142.1.region024,NZ_CP061007.1.region035,MJIAAPGN_42370,PKJGIIBK_80320,0.7,0.82,12838.0,14497.0,30533.0,32195.0
NC_009142.1.region024,NZ_CP061007.1.region035,MJIAAPGN_42380,PKJGIIBK_80330,0.73,0.83,14493.0,16203.0,32191.0,33937.0
NC_009142.1.region024,NZ_CP069353.1.region025,MJIAAPGN_42260,KHDLNAGE_43490,1.0,1.00,740.0,203.0,741.0,204.0
NC_009142.1.region024,NZ_CP069353.1.region025,MJIAAPGN_42270,KHDLNAGE_43500,1.0,1.00,995.0,2081.0,996.0,2082.0
NC_009142.1.region024,NZ_CP069353.1.region025,MJIAAPGN_42280,KHDLNAGE_43510,1.0,1.00,2790.0,2088.0,2791.0,2089.0
NC_009142.1.region024,NZ_CP069353.1.region025,MJIAAPGN_42290,KHDLNAGE_43520,1.0,1.00,2916.0,3552.0,2917.0,3553.0
NC_009142.1.region024,NZ_CP069353.1.region025,MJIAAPGN_42300,KHDLNAGE_43530,1.0,1.00,4561.0,3562.0,4562.0,3563.0
NC_009142.1.region024,NZ_CP069353.1.region025,MJIAAPGN_42310,KHDLNAGE_43540,1.0,1.00,4832.0,6173.0,4833.0,6174.0
NC_009142.1.region024,NZ_CP069353.1.region025,MJIAAPGN_42320,KHDLNAGE_43550,1.0,1.00,6452.0,7463.0,6453.0,7464.0
NC_009142.1.region024,NZ_CP069353.1.region025,MJIAAPGN_42330,KHDLNAGE_43560,1.0,1.00,7459.0,8497.0,7460.0,8498.0
NC_009142.1.region024,NZ_CP069353.1.region025,MJIAAPGN_42340,KHDLNAGE_43570,1.0,1.00,9361.0,9127.0,9362.0,9128.0
NC_009142.1.region024,NZ_CP069353.1.region025,MJIAAPGN_42350,KHDLNAGE_43580,1.0,1.00,10000.0,12535.0,10000.0,12535.0
NC_009142.1.region024,NZ_CP069353.1.region025,MJIAAPGN_42360,KHDLNAGE_43590,1.0,1.00,12602.0,12743.0,12602.0,12743.0
NC_009142.1.region024,NZ_CP069353.1.region025,MJIAAPGN_42370,KHDLNAGE_43600,1.0,1.00,12838.0,14497.0,12838.0,14497.0
NC_009142.1.region024,NZ_CP069353.1.region025,MJIAAPGN_42380,KHDLNAGE_43610,1.0,1.00,14493.0,16203.0,14493.0,16203.0
NC_009142.1.region024,NZ_CP069353.1.region025,MJIAAPGN_42390,KHDLNAGE_43620,1.0,1.00,17998.0,16228.0,17998.0,16228.0
NC_009142.1.region024,NZ_CP069353.1.region025,MJIAAPGN_42400,KHDLNAGE_43630,1.0,1.00,18153.0,18417.0,18153.0,18417.0
NC_009142.1.region024,NZ_CP069353.1.region025,MJIAAPGN_42410,KHDLNAGE_43640,1.0,1.00,19449.0,18519.0,19449.0,18519.0
NC_009142.1.region024,NZ_GL877879.1.region013,MJIAAPGN_42350,GBGKCCPF_58700,0.8,0.86,10000.0,12535.0,27653.0,30191.0
NC_009142.1.region024,NZ_GL877879.1.region013,MJIAAPGN_42360,GBGKCCPF_58710,0.76,0.78,12602.0,12743.0,30259.0,30400.0
NC_009142.1.region024,NZ_GL877879.1.region013,MJIAAPGN_42370,GBGKCCPF_58720,0.7,0.82,12838.0,14497.0,30492.0,32154.0
NC_009142.1.region024,NZ_GL877879.1.region013,MJIAAPGN_42380,GBGKCCPF_58730,0.73,0.83,14493.0,16203.0,32150.0,33896.0
NC_009142.1.region024,NZ_JABNNH010000001.1.region020,MJIAAPGN_42260,MNMGINNK_29350,1.0,1.00,740.0,203.0,741.0,204.0
NC_009142.1.region024,NZ_JABNNH010000001.1.region020,MJIAAPGN_42270,MNMGINNK_29360,1.0,1.00,995.0,2081.0,996.0,2082.0
NC_009142.1.region024,NZ_JABNNH010000001.1.region020,MJIAAPGN_42280,MNMGINNK_29370,1.0,1.00,2790.0,2088.0,2791.0,2089.0
NC_009142.1.region024,NZ_JABNNH010000001.1.region020,MJIAAPGN_42290,MNMGINNK_29380,1.0,1.00,2916.0,3552.0,2917.0,3553.0
NC_009142.1.region024,NZ_JABNNH010000001.1.region020,MJIAAPGN_42300,MNMGINNK_29390,1.0,1.00,4561.0,3562.0,4562.0,3563.0
NC_009142.1.region024,NZ_JABNNH010000001.1.region020,MJIAAPGN_42310,MNMGINNK_29400,1.0,1.00,4832.0,6173.0,4833.0,6174.0
NC_009142.1.region024,NZ_JABNNH010000001.1.region020,MJIAAPGN_42320,MNMGINNK_29410,1.0,1.00,6452.0,7463.0,6453.0,7464.0
NC_009142.1.region024,NZ_JABNNH010000001.1.region020,MJIAAPGN_42330,MNMGINNK_29420,1.0,1.00,7459.0,8497.0,7460.0,8498.0
NC_009142.1.region024,NZ_JABNNH010000001.1.region020,MJIAAPGN_42340,MNMGINNK_29430,1.0,1.00,9361.0,9127.0,9362.0,9128.0
NC_009142.1.region024,NZ_JABNNH010000001.1.region020,MJIAAPGN_42350,MNMGINNK_29440,1.0,1.00,10000.0,12535.0,10000.0,12535.0
NC_009142.1.region024,NZ_JABNNH010000001.1.region020,MJIAAPGN_42360,MNMGINNK_29450,1.0,1.00,12602.0,12743.0,12602.0,12743.0
NC_009142.1.region024,NZ_JABNNH010000001.1.region020,MJIAAPGN_42370,MNMGINNK_29460,1.0,1.00,12838.0,14497.0,12838.0,14497.0
NC_009142.1.region024,NZ_JABNNH010000001.1.region020,MJIAAPGN_42380,MNMGINNK_29470,1.0,1.00,14493.0,16203.0,14493.0,16203.0
NC_009142.1.region024,NZ_JABNNH010000001.1.region020,MJIAAPGN_42390,MNMGINNK_29480,1.0,1.00,17998.0,16228.0,17998.0,16228.0
NC_009142.1.region024,NZ_JABNNH010000001.1.region020,MJIAAPGN_42400,MNMGINNK_29490,1.0,1.00,18153.0,18417.0,18153.0,18417.0
NC_009142.1.region024,NZ_JABNNH010000001.1.region020,MJIAAPGN_42410,MNMGINNK_29500,1.0,1.00,19449.0,18519.0,19449.0,18519.0
NC_009142.1.region024,NZ_JACHIV010000001.1.region022,MJIAAPGN_42350,JNMMHGMF_48690,0.71,0.79,10000.0,12535.0,12562.0,10000.0
NC_009142.1.region024,NZ_JACHIV010000001.1.region022,MJIAAPGN_42360,JNMMHGMF_48680,0.67,0.79,12602.0,12743.0,9913.0,9766.0
NC_009142.1.region024,NZ_JACHIV010000001.1.region022,MJIAAPGN_42370,JNMMHGMF_48670,0.64,0.76,12838.0,14497.0,9303.0,7638.0
NC_009142.1.region024,NZ_JACHIV010000001.1.region022,MJIAAPGN_42380,JNMMHGMF_48660,0.68,0.80,14493.0,16203.0,7645.0,5938.0
NC_009142.1.region024,NZ_JACHIW010000001.1.region016,MJIAAPGN_42350,LLPKHOMA_52070,0.79,0.85,10000.0,12535.0,17679.0,20253.0
NC_009142.1.region024,NZ_JACHIW010000001.1.region016,MJIAAPGN_42360,LLPKHOMA_52080,0.8,0.85,12602.0,12743.0,20379.0,20520.0
NC_009142.1.region024,NZ_JACHIW010000001.1.region016,MJIAAPGN_42370,LLPKHOMA_52090,0.73,0.84,12838.0,14497.0,20613.0,22272.0
NC_009142.1.region024,NZ_JACHIW010000001.1.region016,MJIAAPGN_42380,LLPKHOMA_52100,0.73,0.83,14493.0,16203.0,22268.0,24017.0
NC_009142.1.region024,NZ_PDBV01000001.1.region023,MJIAAPGN_42260,IHGEIAOG_46050,1.0,1.00,740.0,203.0,740.0,203.0
NC_009142.1.region024,NZ_PDBV01000001.1.region023,MJIAAPGN_42270,IHGEIAOG_46060,1.0,1.00,995.0,2081.0,995.0,2081.0
NC_009142.1.region024,NZ_PDBV01000001.1.region023,MJIAAPGN_42280,IHGEIAOG_46070,1.0,1.00,2790.0,2088.0,2790.0,2088.0
NC_009142.1.region024,NZ_PDBV01000001.1.region023,MJIAAPGN_42290,IHGEIAOG_46080,1.0,1.00,2916.0,3552.0,2916.0,3552.0
NC_009142.1.region024,NZ_PDBV01000001.1.region023,MJIAAPGN_42300,IHGEIAOG_46090,1.0,1.00,4561.0,3562.0,4561.0,3562.0
NC_009142.1.region024,NZ_PDBV01000001.1.region023,MJIAAPGN_42310,IHGEIAOG_46100,1.0,1.00,4832.0,6173.0,4832.0,6173.0
NC_009142.1.region024,NZ_PDBV01000001.1.region023,MJIAAPGN_42320,IHGEIAOG_46110,1.0,1.00,6452.0,7463.0,6452.0,7463.0
NC_009142.1.region024,NZ_PDBV01000001.1.region023,MJIAAPGN_42330,IHGEIAOG_46120,1.0,1.00,7459.0,8497.0,7459.0,8497.0
NC_009142.1.region024,NZ_PDBV01000001.1.region023,MJIAAPGN_42340,IHGEIAOG_46130,1.0,1.00,9361.0,9127.0,9361.0,9127.0
NC_009142.1.region024,NZ_PDBV01000001.1.region023,MJIAAPGN_42350,IHGEIAOG_46140,1.0,1.00,10000.0,12535.0,10000.0,12535.0
NC_009142.1.region024,NZ_PDBV01000001.1.region023,MJIAAPGN_42360,IHGEIAOG_46150,1.0,1.00,12602.0,12743.0,12602.0,12743.0
NC_009142.1.region024,NZ_PDBV01000001.1.region023,MJIAAPGN_42370,IHGEIAOG_46160,1.0,1.00,12838.0,14497.0,12838.0,14497.0
NC_009142.1.region024,NZ_PDBV01000001.1.region023,MJIAAPGN_42380,IHGEIAOG_46170,1.0,1.00,14493.0,16203.0,14493.0,16203.0
NC_009142.1.region024,NZ_PDBV01000001.1.region023,MJIAAPGN_42390,IHGEIAOG_46180,1.0,1.00,17998.0,16228.0,17998.0,16228.0
NC_009142.1.region024,NZ_PDBV01000001.1.region023,MJIAAPGN_42400,IHGEIAOG_46190,1.0,1.00,18153.0,18417.0,18153.0,18417.0
NC_009142.1.region024,NZ_PDBV01000001.1.region023,MJIAAPGN_42410,IHGEIAOG_46200,1.0,1.00,19449.0,18519.0,19449.0,18519.0
NC_009142.1.region024,NZ_PJNB01000001.1.region023,MJIAAPGN_42350,OOOGHNGE_59870,0.8,0.86,10000.0,12535.0,26937.0,29475.0
NC_009142.1.region024,NZ_PJNB01000001.1.region023,MJIAAPGN_42360,OOOGHNGE_59880,0.76,0.78,12602.0,12743.0,29543.0,29684.0
NC_009142.1.region024,NZ_PJNB01000001.1.region023,MJIAAPGN_42370,OOOGHNGE_59890,0.7,0.82,12838.0,14497.0,29776.0,31438.0
NC_009142.1.region024,NZ_PJNB01000001.1.region023,MJIAAPGN_42380,OOOGHNGE_59900,0.73,0.83,14493.0,16203.0,31434.0,33180.0
NZ_CP031142.1.region003,NZ_CP040605.1.region032,IECPHNMA_01430,DMCKNNNH_75200,0.99,1.00,1104.0,2382.0,31480.0,30202.0
NZ_CP031142.1.region003,NZ_CP040605.1.region032,IECPHNMA_01440,DMCKNNNH_75190,0.98,0.99,2388.0,3342.0,30196.0,29242.0
NZ_CP031142.1.region003,NZ_CP040605.1.region032,IECPHNMA_01450,DMCKNNNH_75180,0.99,1.00,3345.0,4227.0,29239.0,28357.0
NZ_CP031142.1.region003,NZ_CP040605.1.region032,IECPHNMA_01460,DMCKNNNH_75170,0.97,0.99,4234.0,5698.0,28350.0,26889.0
NZ_CP031142.1.region003,NZ_CP040605.1.region032,IECPHNMA_01470,DMCKNNNH_75150,0.98,0.99,8045.0,6308.0,24415.0,26161.0
NZ_CP031142.1.region003,NZ_CP040605.1.region032,IECPHNMA_01480,DMCKNNNH_75140,0.98,0.99,9700.0,8041.0,22760.0,24419.0
NZ_CP031142.1.region003,NZ_CP040605.1.region032,IECPHNMA_01490,DMCKNNNH_75130,0.96,1.00,9933.0,9792.0,22527.0,22668.0
NZ_CP031142.1.region003,NZ_CP040605.1.region032,IECPHNMA_01500,DMCKNNNH_75120,0.99,0.99,12535.0,10000.0,19925.0,22460.0
NZ_CP031142.1.region003,NZ_CP040605.1.region032,IECPHNMA_01510,DMCKNNNH_75110,0.92,0.94,14251.0,13801.0,18461.0,18926.0
NZ_CP031142.1.region003,NZ_CP040605.1.region032,IECPHNMA_01530,DMCKNNNH_75090,0.96,0.97,15750.0,14775.0,16957.0,17932.0
NZ_CP031142.1.region003,NZ_CP040605.1.region032,IECPHNMA_01540,DMCKNNNH_75080,0.97,0.98,15984.0,16323.0,16723.0,16384.0
NZ_CP031142.1.region003,NZ_CP054839.1.region018,IECPHNMA_01470,NFDOCLAH_35900,0.72,0.83,8045.0,6308.0,8038.0,6328.0
NZ_CP031142.1.region003,NZ_CP054839.1.region018,IECPHNMA_01480,NFDOCLAH_35910,0.7,0.82,9700.0,8041.0,9693.0,8034.0
NZ_CP031142.1.region003,NZ_CP054839.1.region018,IECPHNMA_01490,NFDOCLAH_35920,0.77,0.85,9933.0,9792.0,9932.0,9788.0
NZ_CP031142.1.region003,NZ_CP054839.1.region018,IECPHNMA_01500,NFDOCLAH_35930,0.8,0.86,12535.0,10000.0,12535.0,10000.0
NZ_CP031142.1.region003,NZ_CP059556.1.region003,IECPHNMA_01470,AHDHMJBP_08650,0.64,0.76,8045.0,6308.0,24911.0,26630.0
NZ_CP031142.1.region003,NZ_CP059556.1.region003,IECPHNMA_01480,AHDHMJBP_08640,0.61,0.77,9700.0,8041.0,23262.0,24918.0
NZ_CP031142.1.region003,NZ_CP059556.1.region003,IECPHNMA_01490,AHDHMJBP_08630,0.55,0.72,9933.0,9792.0,22755.0,22893.0
NZ_CP031142.1.region003,NZ_CP059556.1.region003,IECPHNMA_01500,AHDHMJBP_08620,0.68,0.78,12535.0,10000.0,20091.0,22632.0
NZ_CP031142.1.region003,NZ_CP059557.1.region002,IECPHNMA_01470,DPJDDACK_08110,0.57,0.66,8045.0,6308.0,25533.0,27588.0
NZ_CP031142.1.region003,NZ_CP059557.1.region002,IECPHNMA_01480,DPJDDACK_08100,0.59,0.70,9700.0,8041.0,24046.0,25537.0
NZ_CP031142.1.region003,NZ_CP059557.1.region002,IECPHNMA_01490,DPJDDACK_08090,0.55,0.75,9933.0,9792.0,23349.0,23505.0
NZ_CP031142.1.region003,NZ_CP059557.1.region002,IECPHNMA_01500,DPJDDACK_08080,0.69,0.79,12535.0,10000.0,20735.0,23273.0
NZ_CP031142.1.region003,NZ_CP061007.1.region035,IECPHNMA_01440,PKJGIIBK_80370,0.93,0.97,2388.0,3342.0,39174.0,38220.0
NZ_CP031142.1.region003,NZ_CP061007.1.region035,IECPHNMA_01450,PKJGIIBK_80360,0.97,0.99,3345.0,4227.0,38217.0,37335.0
NZ_CP031142.1.region003,NZ_CP061007.1.region035,IECPHNMA_01460,PKJGIIBK_80350,0.91,0.94,4234.0,5698.0,37328.0,35915.0
NZ_CP031142.1.region003,NZ_CP061007.1.region035,IECPHNMA_01470,PKJGIIBK_80330,0.95,0.97,8045.0,6308.0,32191.0,33937.0
NZ_CP031142.1.region003,NZ_CP061007.1.region035,IECPHNMA_01480,PKJGIIBK_80320,0.95,0.97,9700.0,8041.0,30533.0,32195.0
NZ_CP031142.1.region003,NZ_CP061007.1.region035,IECPHNMA_01490,PKJGIIBK_80310,0.87,0.91,9933.0,9792.0,30300.0,30441.0
NZ_CP031142.1.region003,NZ_CP061007.1.region035,IECPHNMA_01500,PKJGIIBK_80300,0.95,0.96,12535.0,10000.0,27694.0,30232.0
