feature_id,cluster_id,cluster_n,locus_tag
cds-SACE_4230,cog_02,15,SACE_4230
cds-AHDHMJBP_08620,cog_02,15,AHDHMJBP_08620
cds-MJIAAPGN_42350,cog_02,15,MJIAAPGN_42350
cds-LLPKHOMA_52080,cog_03,15,LLPKHOMA_52080
cds-PKJGIIBK_80310,cog_03,15,PKJGIIBK_80310
cds-JNMMHGMF_48680,cog_03,15,JNMMHGMF_48680
cds-IECPHNMA_01490,cog_03,15,IECPHNMA_01490
cds-DMCKNNNH_75130,cog_03,15,DMCKNNNH_75130
cds-DPJDDACK_08090,cog_03,15,DPJDDACK_08090
cds-KHDLNAGE_43590,cog_03,15,KHDLNAGE_43590
cds-IHGEIAOG_46150,cog_03,15,IHGEIAOG_46150
cds-GBGKCCPF_58710,cog_03,15,GBGKCCPF_58710
cds-MJIAAPGN_42360,cog_03,15,MJIAAPGN_42360
cds-OOOGHNGE_59880,cog_03,15,OOOGHNGE_59880
cds-MNMGINNK_29450,cog_03,15,MNMGINNK_29450
cds-SACE_4231,cog_03,15,SACE_4231
cds-AHDHMJBP_08630,cog_03,15,AHDHMJBP_08630
cds-NFDOCLAH_35920,cog_03,15,NFDOCLAH_35920
cds-GBGKCCPF_58560,cog_04,8,GBGKCCPF_58560
cds-PKJGIIBK_80220,cog_04,8,PKJGIIBK_80220
cds-DMCKNNNH_75040,cog_04,8,DMCKNNNH_75040
cds-GBGKCCPF_58630,cog_04,8,GBGKCCPF_58630
cds-IECPHNMA_01590,cog_04,8,IECPHNMA_01590
cds-OOOGHNGE_59720,cog_04,8,OOOGHNGE_59720
cds-PKJGIIBK_80150,cog_04,8,PKJGIIBK_80150
cds-OOOGHNGE_59790,cog_04,8,OOOGHNGE_59790
cds-PKJGIIBK_80370,cog_05,8,PKJGIIBK_80370
cds-IECPHNMA_01440,cog_05,8,IECPHNMA_01440
cds-DMCKNNNH_75180,cog_05,8,DMCKNNNH_75180
cds-OOOGHNGE_59940,cog_05,8,OOOGHNGE_59940
cds-DMCKNNNH_75190,cog_05,8,DMCKNNNH_75190
cds-IECPHNMA_01450,cog_05,8,IECPHNMA_01450
cds-PKJGIIBK_80360,cog_05,8,PKJGIIBK_80360
cds-OOOGHNGE_59930,cog_05,8,OOOGHNGE_59930
cds-KHDLNAGE_43540,cog_06,5,KHDLNAGE_43540
cds-NFDOCLAH_36010,cog_06,5,NFDOCLAH_36010
cds-MNMGINNK_29400,cog_06,5,MNMGINNK_29400
cds-MJIAAPGN_42310,cog_06,5,MJIAAPGN_42310
cds-IHGEIAOG_46100,cog_06,5,IHGEIAOG_46100
cds-MJIAAPGN_42320,cog_07,5,MJIAAPGN_42320
cds-NFDOCLAH_36000,cog_07,5,NFDOCLAH_36000
cds-KHDLNAGE_43550,cog_07,5,KHDLNAGE_43550
cds-MNMGINNK_29410,cog_07,5,MNMGINNK_29410
cds-IHGEIAOG_46110,cog_07,5,IHGEIAOG_46110
cds-KHDLNAGE_43560,cog_08,5,KHDLNAGE_43560
cds-MNMGINNK_29420,cog_08,5,MNMGINNK_29420
cds-NFDOCLAH_35990,cog_08,5,NFDOCLAH_35990
cds-IHGEIAOG_46120,cog_08,5,IHGEIAOG_46120
cds-MJIAAPGN_42330,cog_08,5,MJIAAPGN_42330
cds-NFDOCLAH_35890,cog_09,5,NFDOCLAH_35890
cds-MJIAAPGN_42390,cog_09,5,MJIAAPGN_42390
cds-IHGEIAOG_46180,cog_09,5,IHGEIAOG_46180
cds-MNMGINNK_29480,cog_09,5,MNMGINNK_29480
cds-KHDLNAGE_43620,cog_09,5,KHDLNAGE_43620
cds-MNMGINNK_29490,cog_10,5,MNMGINNK_29490
cds-IHGEIAOG_46190,cog_10,5,IHGEIAOG_46190
cds-NFDOCLAH_35880,cog_10,5,NFDOCLAH_35880
cds-MJIAAPGN_42400,cog_10,5,MJIAAPGN_42400
cds-KHDLNAGE_43630,cog_10,5,KHDLNAGE_43630
cds-IHGEIAOG_46200,cog_11,5,IHGEIAOG_46200
cds-MJIAAPGN_42410,cog_11,5,MJIAAPGN_42410
cds-MNMGINNK_29500,cog_11,5,MNMGINNK_29500
cds-NFDOCLAH_35870,cog_11,5,NFDOCLAH_35870
cds-KHDLNAGE_43640,cog_11,5,KHDLNAGE_43640
cds-IECPHNMA_01510,cog_12,5,IECPHNMA_01510
cds-DMCKNNNH_75110,cog_12,5,DMCKNNNH_75110
cds-PKJGIIBK_80280,cog_12,5,PKJGIIBK_80280
cds-OOOGHNGE_59850,cog_12,5,OOOGHNGE_59850
cds-GBGKCCPF_58690,cog_12,5,GBGKCCPF_58690
cds-MNMGINNK_29350,cog_13,4,MNMGINNK_29350
cds-IHGEIAOG_46050,cog_13,4,IHGEIAOG_46050
cds-KHDLNAGE_43490,cog_13,4,KHDLNAGE_43490
cds-MJIAAPGN_42260,cog_13,4,MJIAAPGN_42260
cds-MJIAAPGN_42270,cog_14,4,MJIAAPGN_42270
cds-KHDLNAGE_43500,cog_14,4,KHDLNAGE_43500
cds-MNMGINNK_29360,cog_14,4,MNMGINNK_29360
cds-IHGEIAOG_46060,cog_14,4,IHGEIAOG_46060
cds-MJIAAPGN_42280,cog_15,4,MJIAAPGN_42280
cds-IHGEIAOG_46070,cog_15,4,IHGEIAOG_46070
cds-KHDLNAGE_43510,cog_15,4,KHDLNAGE_43510
cds-MNMGINNK_29370,cog_15,4,MNMGINNK_29370
cds-KHDLNAGE_43520,cog_16,4,KHDLNAGE_43520
cds-IHGEIAOG_46080,cog_16,4,IHGEIAOG_46080
cds-MJIAAPGN_42290,cog_16,4,MJIAAPGN_42290
cds-MNMGINNK_29380,cog_16,4,MNMGINNK_29380
cds-MNMGINNK_29390,cog_17,4,MNMGINNK_29390
cds-IHGEIAOG_46090,cog_17,4,IHGEIAOG_46090
cds-KHDLNAGE_43530,cog_17,4,KHDLNAGE_43530
cds-MJIAAPGN_42300,cog_17,4,MJIAAPGN_42300
cds-IHGEIAOG_46130,cog_18,4,IHGEIAOG_46130
cds-MNMGINNK_29430,cog_18,4,MNMGINNK_29430
cds-KHDLNAGE_43570,cog_18,4,KHDLNAGE_43570
cds-MJIAAPGN_42340,cog_18,4,MJIAAPGN_42340
cds-OOOGHNGE_59920,cog_19,4,OOOGHNGE_59920
cds-IECPHNMA_01460,cog_19,4,IECPHNMA_01460
cds-DMCKNNNH_75170,cog_19,4,DMCKNNNH_75170
cds-PKJGIIBK_80350,cog_19,4,PKJGIIBK_80350
cds-JNMMHGMF_48800,cog_20,4,JNMMHGMF_48800
cds-AHDHMJBP_08510,cog_20,4,AHDHMJBP_08510
cds-BEKPJONA_12940,cog_20,4,BEKPJONA_12940
cds-DPJDDACK_07980,cog_20,4,DPJDDACK_07980
cds-AHDHMJBP_08550,cog_21,4,AHDHMJBP_08550
cds-BEKPJONA_12890,cog_21,4,BEKPJONA_12890
cds-JNMMHGMF_48760,cog_21,4,JNMMHGMF_48760
cds-DPJDDACK_08010,cog_21,4,DPJDDACK_08010
cds-DPJDDACK_08040,cog_22,4,DPJDDACK_08040
cds-JNMMHGMF_48730,cog_22,4,JNMMHGMF_48730
cds-BEKPJONA_12860,cog_22,4,BEKPJONA_12860
cds-AHDHMJBP_08580,cog_22,4,AHDHMJBP_08580
cds-AHDHMJBP_08440,cog_23,4,AHDHMJBP_08440
cds-JNMMHGMF_48870,cog_23,4,JNMMHGMF_48870
cds-BEKPJONA_13020,cog_23,4,BEKPJONA_13020
cds-DPJDDACK_07890,cog_23,4,DPJDDACK_07890
cds-AHDHMJBP_08460,cog_24,4,AHDHMJBP_08460
cds-DPJDDACK_07910,cog_24,4,DPJDDACK_07910
cds-BEKPJONA_13000,cog_24,4,BEKPJONA_13000
cds-JNMMHGMF_48850,cog_24,4,JNMMHGMF_48850
cds-BEKPJONA_12950,cog_25,4,BEKPJONA_12950
cds-JNMMHGMF_48810,cog_25,4,JNMMHGMF_48810
cds-AHDHMJBP_08500,cog_25,4,AHDHMJBP_08500
cds-DPJDDACK_07960,cog_25,4,DPJDDACK_07960
cds-AHDHMJBP_08590,cog_26,4,AHDHMJBP_08590
cds-BEKPJONA_12850,cog_26,4,BEKPJONA_12850
cds-JNMMHGMF_48720,cog_26,4,JNMMHGMF_48720
cds-DPJDDACK_08050,cog_26,4,DPJDDACK_08050
cds-JNMMHGMF_48700,cog_27,4,JNMMHGMF_48700
cds-BEKPJONA_12830,cog_27,4,BEKPJONA_12830
cds-AHDHMJBP_08610,cog_27,4,AHDHMJBP_08610
cds-DPJDDACK_08070,cog_27,4,DPJDDACK_08070
cds-DMCKNNNH_74970,cog_28,4,DMCKNNNH_74970
cds-GBGKCCPF_58440,cog_28,4,GBGKCCPF_58440
cds-PKJGIIBK_80040,cog_28,4,PKJGIIBK_80040
cds-OOOGHNGE_59610,cog_28,4,OOOGHNGE_59610
cds-GBGKCCPF_58520,cog_29,4,GBGKCCPF_58520
cds-OOOGHNGE_59680,cog_29,4,OOOGHNGE_59680
cds-DMCKNNNH_74990,cog_29,4,DMCKNNNH_74990
cds-PKJGIIBK_80110,cog_29,4,PKJGIIBK_80110
cds-DMCKNNNH_75020,cog_30,4,DMCKNNNH_75020
cds-PKJGIIBK_80130,cog_30,4,PKJGIIBK_80130
cds-GBGKCCPF_58540,cog_30,4,GBGKCCPF_58540
cds-OOOGHNGE_59700,cog_30,4,OOOGHNGE_59700
cds-GBGKCCPF_58550,cog_31,4,GBGKCCPF_58550
cds-PKJGIIBK_80140,cog_31,4,PKJGIIBK_80140
cds-DMCKNNNH_75030,cog_31,4,DMCKNNNH_75030
cds-OOOGHNGE_59710,cog_31,4,OOOGHNGE_59710
cds-PKJGIIBK_80160,cog_32,4,PKJGIIBK_80160
cds-DMCKNNNH_75050,cog_32,4,DMCKNNNH_75050
cds-OOOGHNGE_59730,cog_32,4,OOOGHNGE_59730
cds-GBGKCCPF_58570,cog_32,4,GBGKCCPF_58570
cds-DMCKNNNH_75060,cog_33,4,DMCKNNNH_75060
cds-GBGKCCPF_58590,cog_33,4,GBGKCCPF_58590
cds-PKJGIIBK_80170,cog_33,4,PKJGIIBK_80170
cds-OOOGHNGE_59740,cog_33,4,OOOGHNGE_59740
cds-GBGKCCPF_58640,cog_34,4,GBGKCCPF_58640
cds-OOOGHNGE_59800,cog_34,4,OOOGHNGE_59800
cds-PKJGIIBK_80230,cog_34,4,PKJGIIBK_80230
cds-IECPHNMA_01580,cog_34,4,IECPHNMA_01580
cds-GBGKCCPF_58650,cog_35,4,GBGKCCPF_58650
cds-OOOGHNGE_59810,cog_35,4,OOOGHNGE_59810
cds-IECPHNMA_01570,cog_35,4,IECPHNMA_01570
cds-PKJGIIBK_80240,cog_35,4,PKJGIIBK_80240
cds-DPJDDACK_08060,cog_36,4,DPJDDACK_08060
cds-JNMMHGMF_48710,cog_36,4,JNMMHGMF_48710
cds-BEKPJONA_12840,cog_36,4,BEKPJONA_12840
cds-AHDHMJBP_08600,cog_36,4,AHDHMJBP_08600
cds-JNMMHGMF_48740,cog_37,4,JNMMHGMF_48740
cds-BEKPJONA_12870,cog_37,4,BEKPJONA_12870
cds-DPJDDACK_08030,cog_37,4,DPJDDACK_08030
cds-AHDHMJBP_08570,cog_37,4,AHDHMJBP_08570
cds-OOOGHNGE_59630,cog_38,4,OOOGHNGE_59630
cds-GBGKCCPF_58470,cog_38,4,GBGKCCPF_58470
cds-PKJGIIBK_80060,cog_38,4,PKJGIIBK_80060
cds-LLPKHOMA_52000,cog_38,4,LLPKHOMA_52000
cds-BEKPJONA_12810,cog_39,4,BEKPJONA_12810
cds-AHDHMJBP_08660,cog_39,4,AHDHMJBP_08660
cds-DPJDDACK_08120,cog_39,4,DPJDDACK_08120
cds-JNMMHGMF_48640,cog_39,4,JNMMHGMF_48640
cds-BEKPJONA_12880,cog_40,4,BEKPJONA_12880
cds-AHDHMJBP_08560,cog_40,4,AHDHMJBP_08560
cds-DPJDDACK_08020,cog_40,4,DPJDDACK_08020
cds-JNMMHGMF_48750,cog_40,4,JNMMHGMF_48750
cds-DPJDDACK_07990,cog_41,4,DPJDDACK_07990
cds-AHDHMJBP_08530,cog_41,4,AHDHMJBP_08530
cds-JNMMHGMF_48780,cog_41,4,JNMMHGMF_48780
cds-BEKPJONA_12910,cog_41,4,BEKPJONA_12910
cds-AHDHMJBP_08450,cog_42,4,AHDHMJBP_08450
cds-BEKPJONA_13010,cog_42,4,BEKPJONA_13010
cds-DPJDDACK_07900,cog_42,4,DPJDDACK_07900
cds-JNMMHGMF_48860,cog_42,4,JNMMHGMF_48860
cds-DPJDDACK_07920,cog_43,3,DPJDDACK_07920
cds-AHDHMJBP_08470,cog_43,3,AHDHMJBP_08470
cds-JNMMHGMF_48840,cog_43,3,JNMMHGMF_48840
cds-JNMMHGMF_48820,cog_44,3,JNMMHGMF_48820
cds-BEKPJONA_12960,cog_44,3,BEKPJONA_12960
cds-AHDHMJBP_08490,cog_44,3,AHDHMJBP_08490
cds-DPJDDACK_08000,cog_45,3,DPJDDACK_08000
cds-JNMMHGMF_48770,cog_45,3,JNMMHGMF_48770
cds-AHDHMJBP_08540,cog_45,3,AHDHMJBP_08540
cds-PKJGIIBK_80050,cog_46,3,PKJGIIBK_80050
cds-GBGKCCPF_58450,cog_46,3,GBGKCCPF_58450
cds-OOOGHNGE_59620,cog_46,3,OOOGHNGE_59620
cds-PKJGIIBK_80070,cog_47,3,PKJGIIBK_80070
cds-OOOGHNGE_59640,cog_47,3,OOOGHNGE_59640
cds-GBGKCCPF_58480,cog_47,3,GBGKCCPF_58480
cds-GBGKCCPF_58490,cog_48,3,GBGKCCPF_58490
cds-OOOGHNGE_59650,cog_48,3,OOOGHNGE_59650
cds-PKJGIIBK_80080,cog_48,3,PKJGIIBK_80080
cds-PKJGIIBK_80090,cog_49,3,PKJGIIBK_80090
cds-OOOGHNGE_59660,cog_49,3,OOOGHNGE_59660
cds-GBGKCCPF_58500,cog_49,3,GBGKCCPF_58500
cds-OOOGHNGE_59690,cog_50,3,OOOGHNGE_59690
cds-GBGKCCPF_58530,cog_50,3,GBGKCCPF_58530
cds-PKJGIIBK_80120,cog_50,3,PKJGIIBK_80120
cds-PKJGIIBK_80190,cog_51,3,PKJGIIBK_80190
cds-OOOGHNGE_59760,cog_51,3,OOOGHNGE_59760
cds-GBGKCCPF_58600,cog_51,3,GBGKCCPF_58600
cds-OOOGHNGE_59770,cog_52,3,OOOGHNGE_59770
cds-PKJGIIBK_80200,cog_52,3,PKJGIIBK_80200
cds-GBGKCCPF_58610,cog_52,3,GBGKCCPF_58610
cds-GBGKCCPF_58620,cog_53,3,GBGKCCPF_58620
cds-PKJGIIBK_80210,cog_53,3,PKJGIIBK_80210
cds-OOOGHNGE_59780,cog_53,3,OOOGHNGE_59780
cds-OOOGHNGE_59820,cog_54,3,OOOGHNGE_59820
cds-GBGKCCPF_58660,cog_54,3,GBGKCCPF_58660
cds-PKJGIIBK_80250,cog_54,3,PKJGIIBK_80250
cds-GBGKCCPF_58670,cog_55,3,GBGKCCPF_58670
cds-OOOGHNGE_59830,cog_55,3,OOOGHNGE_59830
cds-PKJGIIBK_80260,cog_55,3,PKJGIIBK_80260
cds-GBGKCCPF_58680,cog_56,3,GBGKCCPF_58680
cds-PKJGIIBK_80270,cog_56,3,PKJGIIBK_80270
cds-OOOGHNGE_59840,cog_56,3,OOOGHNGE_59840
cds-OOOGHNGE_59670,cog_57,3,OOOGHNGE_59670
cds-PKJGIIBK_80100,cog_57,3,PKJGIIBK_80100
cds-GBGKCCPF_58510,cog_57,3,GBGKCCPF_58510
cds-DPJDDACK_08150,cog_58,3,DPJDDACK_08150
cds-JNMMHGMF_48610,cog_58,3,JNMMHGMF_48610
cds-AHDHMJBP_08690,cog_58,3,AHDHMJBP_08690
cds-AHDHMJBP_08680,cog_59,3,AHDHMJBP_08680
cds-JNMMHGMF_48620,cog_59,3,JNMMHGMF_48620
cds-DPJDDACK_08140,cog_59,3,DPJDDACK_08140
cds-DPJDDACK_08130,cog_60,3,DPJDDACK_08130
cds-JNMMHGMF_48630,cog_60,3,JNMMHGMF_48630
cds-AHDHMJBP_08670,cog_60,3,AHDHMJBP_08670
cds-JNMMHGMF_48790,cog_61,3,JNMMHGMF_48790
cds-BEKPJONA_12920,cog_61,3,BEKPJONA_12920
cds-AHDHMJBP_08520,cog_61,3,AHDHMJBP_08520
cds-JNMMHGMF_48830,cog_62,3,JNMMHGMF_48830
cds-BEKPJONA_12980,cog_62,3,BEKPJONA_12980
cds-AHDHMJBP_08480,cog_62,3,AHDHMJBP_08480
cds-IECPHNMA_01540,cog_63,2,IECPHNMA_01540
cds-DMCKNNNH_75080,cog_63,2,DMCKNNNH_75080
cds-DMCKNNNH_75090,cog_64,2,DMCKNNNH_75090
cds-IECPHNMA_01530,cog_64,2,IECPHNMA_01530
cds-IECPHNMA_01430,cog_65,2,IECPHNMA_01430
cds-DMCKNNNH_75200,cog_65,2,DMCKNNNH_75200
cds-BEKPJONA_13030,cog_66,2,BEKPJONA_13030
cds-AHDHMJBP_08430,cog_66,2,AHDHMJBP_08430
cds-GBGKCCPF_58870,cog_67,2,GBGKCCPF_58870
cds-GBGKCCPF_58900,cog_67,2,GBGKCCPF_58900
cds-LLPKHOMA_51940,cog_68,2,LLPKHOMA_51940
cds-LLPKHOMA_51930,cog_68,2,LLPKHOMA_51930
cds-OOOGHNGE_59750,cog_69,2,OOOGHNGE_59750
cds-PKJGIIBK_80180,cog_69,2,PKJGIIBK_80180
cds-PKJGIIBK_80290,cog_70,2,PKJGIIBK_80290
cds-OOOGHNGE_59860,cog_70,2,OOOGHNGE_59860
cds-OOOGHNGE_59910,cog_71,2,OOOGHNGE_59910
cds-PKJGIIBK_80340,cog_71,2,PKJGIIBK_80340
cds-IECPHNMA_01420,cog_72,1,IECPHNMA_01420
cds-IECPHNMA_01520,cog_73,1,IECPHNMA_01520
cds-IECPHNMA_01550,cog_74,1,IECPHNMA_01550
cds-IECPHNMA_01560,cog_75,1,IECPHNMA_01560
cds-DMCKNNNH_74960,cog_76,1,DMCKNNNH_74960
cds-DMCKNNNH_74980,cog_77,1,DMCKNNNH_74980
cds-DMCKNNNH_75000,cog_78,1,DMCKNNNH_75000
cds-DMCKNNNH_75010,cog_79,1,DMCKNNNH_75010
cds-DMCKNNNH_75070,cog_80,1,DMCKNNNH_75070
cds-DMCKNNNH_75100,cog_81,1,DMCKNNNH_75100
cds-DMCKNNNH_75160,cog_82,1,DMCKNNNH_75160
cds-NFDOCLAH_35940,cog_83,1,NFDOCLAH_35940
cds-NFDOCLAH_35950,cog_84,1,NFDOCLAH_35950
cds-NFDOCLAH_35960,cog_85,1,NFDOCLAH_35960
cds-NFDOCLAH_35970,cog_86,1,NFDOCLAH_35970
cds-NFDOCLAH_35980,cog_87,1,NFDOCLAH_35980
cds-DPJDDACK_07930,cog_88,1,DPJDDACK_07930
cds-DPJDDACK_07940,cog_89,1,DPJDDACK_07940
cds-DPJDDACK_07950,cog_90,1,DPJDDACK_07950
cds-DPJDDACK_07970,cog_91,1,DPJDDACK_07970
cds-GBGKCCPF_58460,cog_92,1,GBGKCCPF_58460
cds-GBGKCCPF_58580,cog_93,1,GBGKCCPF_58580
cds-GBGKCCPF_58740,cog_94,1,GBGKCCPF_58740
cds-GBGKCCPF_58750,cog_95,1,GBGKCCPF_58750
cds-GBGKCCPF_58760,cog_96,1,GBGKCCPF_58760
cds-GBGKCCPF_58770,cog_97,1,GBGKCCPF_58770
cds-GBGKCCPF_58780,cog_98,1,GBGKCCPF_58780
cds-GBGKCCPF_58790,cog_99,1,GBGKCCPF_58790
cds-GBGKCCPF_58800,cog_100,1,GBGKCCPF_58800
cds-GBGKCCPF_58810,cog_101,1,GBGKCCPF_58810
cds-GBGKCCPF_58820,cog_102,1,GBGKCCPF_58820
cds-GBGKCCPF_58830,cog_103,1,GBGKCCPF_58830
cds-GBGKCCPF_58840,cog_104,1,GBGKCCPF_58840
cds-GBGKCCPF_58850,cog_105,1,GBGKCCPF_58850
cds-GBGKCCPF_58860,cog_106,1,GBGKCCPF_58860
cds-GBGKCCPF_58880,cog_107,1,GBGKCCPF_58880
cds-GBGKCCPF_58890,cog_108,1,GBGKCCPF_58890
cds-GBGKCCPF_58910,cog_109,1,GBGKCCPF_58910
cds-GBGKCCPF_58920,cog_110,1,GBGKCCPF_58920
cds-GBGKCCPF_58930,cog_111,1,GBGKCCPF_58930
cds-GBGKCCPF_58940,cog_112,1,GBGKCCPF_58940
cds-GBGKCCPF_58950,cog_113,1,GBGKCCPF_58950
cds-GBGKCCPF_58960,cog_114,1,GBGKCCPF_58960
cds-GBGKCCPF_58970,cog_115,1,GBGKCCPF_58970
cds-GBGKCCPF_58980,cog_116,1,GBGKCCPF_58980
cds-GBGKCCPF_58990,cog_117,1,GBGKCCPF_58990
cds-GBGKCCPF_59000,cog_118,1,GBGKCCPF_59000
cds-GBGKCCPF_59010,cog_119,1,GBGKCCPF_59010
cds-GBGKCCPF_59020,cog_120,1,GBGKCCPF_59020
cds-GBGKCCPF_59030,cog_121,1,GBGKCCPF_59030
cds-GBGKCCPF_59040,cog_122,1,GBGKCCPF_59040
cds-GBGKCCPF_59050,cog_123,1,GBGKCCPF_59050
cds-JNMMHGMF_48650,cog_124,1,JNMMHGMF_48650
cds-LLPKHOMA_51900,cog_125,1,LLPKHOMA_51900
cds-LLPKHOMA_51910,cog_126,1,LLPKHOMA_51910
cds-LLPKHOMA_51920,cog_127,1,LLPKHOMA_51920
cds-LLPKHOMA_51950,cog_128,1,LLPKHOMA_51950
cds-LLPKHOMA_51960,cog_129,1,LLPKHOMA_51960
cds-LLPKHOMA_51970,cog_130,1,LLPKHOMA_51970
cds-LLPKHOMA_51980,cog_131,1,LLPKHOMA_51980
cds-LLPKHOMA_51990,cog_132,1,LLPKHOMA_51990
cds-LLPKHOMA_52010,cog_133,1,LLPKHOMA_52010
cds-LLPKHOMA_52020,cog_134,1,LLPKHOMA_52020
cds-LLPKHOMA_52030,cog_135,1,LLPKHOMA_52030
cds-LLPKHOMA_52040,cog_136,1,LLPKHOMA_52040
cds-LLPKHOMA_52050,cog_137,1,LLPKHOMA_52050
cds-LLPKHOMA_52060,cog_138,1,LLPKHOMA_52060
cds-LLPKHOMA_52110,cog_139,1,LLPKHOMA_52110
cds-LLPKHOMA_52120,cog_140,1,LLPKHOMA_52120
cds-BEKPJONA_12820,cog_141,1,BEKPJONA_12820
cds-BEKPJONA_12900,cog_142,1,BEKPJONA_12900
cds-BEKPJONA_12930,cog_143,1,BEKPJONA_12930
cds-BEKPJONA_12970,cog_144,1,BEKPJONA_12970
cds-BEKPJONA_12990,cog_145,1,BEKPJONA_12990
